Field	Time	TopLeft:X	TopLeft:Y	TopLeft:Z	TopRight:X	TopRight:Y	TopRight:Z	BottomLeft:X	BottomLeft:Y	BottomLeft:Z	BottomRight:X	BottomRight:Y	BottomRight:Z	Brow:X	Brow:Y	Brow:Z	Tip:X	Tip:Y	Tip:Z	StickTopLeft:X	StickTopLeft:Y	StickTopLeft:Z	StickTopRight:X	StickTopRight:Y	StickTopRight:Z	StickBottomLeft:X	StickBottomLeft:Y	StickBottomLeft:Z	StickBottomRight:X	StickBottomRight:Y	StickBottomRight:Z
22	0.2100	-36.727867	-339.202057	1011.009766	19.439747	-342.905914	1014.434387	-56.219635	-312.203827	966.314819	-2.378848	-315.804993	969.501587	6.299191	-252.514877	868.232605	246.318253	-395.514465	1220.505493	254.317154	-415.898834	1193.082153	211.729034	-352.092865	1238.614868	240.550995	-425.707855	1144.075562	199.105225	-360.521912	1190.794434
23	0.2200	-36.719486	-339.207642	1010.996704	19.448433	-342.912567	1014.419556	-56.211903	-312.208038	966.302917	-2.371126	-315.809784	969.488159	6.304957	-252.517212	868.220947	245.987976	-395.868591	1220.357666	254.028976	-416.206360	1192.892090	211.344879	-352.523865	1238.522339	240.310074	-425.941071	1143.830444	198.764282	-360.893127	1190.665771
24	0.2300	-36.711109	-339.213074	1010.983643	19.457111	-342.919098	1014.404785	-56.204174	-312.212097	966.291138	-2.363412	-315.814453	969.474854	6.310716	-252.519470	868.209351	245.597061	-396.384796	1220.217163	253.691849	-416.650757	1192.698486	210.889709	-353.135590	1238.454834	240.035065	-426.278748	1143.574951	198.371613	-361.404114	1190.552490
25	0.2400	-36.702736	-339.218353	1010.970764	19.465780	-342.925446	1014.390137	-56.196453	-312.216064	966.279358	-2.355704	-315.819000	969.461548	6.316468	-252.521667	868.197693	245.149078	-397.059113	1220.080933	253.308517	-417.227997	1192.499023	210.367783	-353.923798	1238.409302	239.727585	-426.717072	1143.307983	197.930389	-362.050171	1190.452637
26	0.2500	-36.694374	-339.223480	1010.957947	19.474442	-342.931671	1014.375549	-56.188744	-312.219910	966.267700	-2.348002	-315.823425	969.448364	6.322212	-252.523804	868.186157	244.648346	-397.885834	1219.946045	252.882217	-417.932739	1192.291260	209.784348	-354.881866	1238.382446	239.389465	-427.251404	1143.028564	197.444427	-362.825104	1190.363892
27	0.2600	-36.686016	-339.228485	1010.945190	19.483093	-342.937744	1014.361023	-56.181038	-312.223633	966.256104	-2.340308	-315.827759	969.435242	6.327950	-252.525879	868.174622	244.099792	-398.857239	1219.809692	252.416565	-418.758118	1192.072998	209.145645	-356.000885	1238.370850	239.022675	-427.876160	1142.736328	196.918060	-363.721008	1190.284302
28	0.2700	-36.677666	-339.233337	1010.932495	19.491739	-342.943695	1014.346680	-56.173344	-312.227203	966.244568	-2.332620	-315.831940	969.422180	6.333680	-252.527893	868.163086	243.508957	-399.963654	1219.669189	251.915497	-419.695923	1191.842773	208.458725	-357.269501	1238.370728	238.629318	-428.584930	1142.431396	196.356094	-364.728546	1190.211426
29	0.2800	-36.669323	-339.238068	1010.919922	19.500376	-342.949463	1014.332336	-56.165657	-312.230682	966.233154	-2.324939	-315.836029	969.409241	6.339403	-252.529831	868.151611	242.881760	-401.193542	1219.522339	251.383194	-420.736572	1191.599365	207.731354	-358.673981	1238.378662	238.211578	-429.370392	1142.114258	195.763794	-365.836761	1190.143555
30	0.2900	-36.660988	-339.242645	1010.907410	19.509003	-342.955109	1014.318115	-56.157974	-312.234039	966.221741	-2.317264	-315.839966	969.396301	6.345119	-252.531708	868.140198	242.224442	-402.533630	1219.367188	250.824005	-421.869110	1191.342529	206.971832	-360.198334	1238.391357	237.771698	-430.224487	1141.786255	195.146713	-367.033295	1190.078735
31	0.3000	-36.652657	-339.247070	1010.895020	19.517624	-342.960602	1014.303955	-56.150303	-312.237305	966.210449	-2.309596	-315.843811	969.383484	6.350827	-252.533524	868.128784	241.543457	-403.968781	1219.202881	250.242325	-423.081451	1191.072632	206.188904	-361.824463	1238.405518	237.311951	-431.138397	1141.449097	194.510651	-368.304321	1190.015503
32	0.3100	-36.644333	-339.251343	1010.882690	19.526236	-342.965942	1014.289917	-56.142639	-312.240417	966.199158	-2.301935	-315.847534	969.370728	6.356529	-252.535278	868.117432	240.845230	-405.482361	1219.028687	249.642517	-424.360291	1190.790771	205.391495	-363.532257	1238.418457	236.834610	-432.102661	1141.105469	193.861572	-369.634918	1189.952881
33	0.3200	-36.636017	-339.255493	1010.870483	19.534838	-342.971161	1014.275940	-56.134983	-312.243408	966.187988	-2.294281	-315.851135	969.358032	6.362223	-252.536957	868.106079	240.136139	-407.056366	1218.845215	249.028885	-425.691406	1190.499023	204.588547	-365.299927	1238.428101	236.341949	-433.107208	1140.758545	193.205460	-371.009033	1189.890137
34	0.3300	-36.627708	-339.259460	1010.858337	19.543434	-342.976196	1014.262085	-56.127335	-312.246277	966.176880	-2.286633	-315.854584	969.345398	6.367910	-252.538574	868.094788	239.422348	-408.671570	1218.653687	248.405533	-427.059723	1190.200562	203.788895	-367.104279	1238.432861	235.836227	-434.141479	1140.411987	192.548248	-372.409729	1189.827026
35	0.3400	-36.619404	-339.263336	1010.846252	19.552021	-342.981110	1014.248291	-56.119694	-312.249054	966.165833	-2.278991	-315.857971	969.332825	6.373590	-252.540131	868.083496	238.709702	-410.307709	1218.456177	247.776443	-428.449463	1189.899170	203.000946	-368.921021	1238.431519	235.319733	-435.194489	1140.070435	191.895721	-373.819489	1189.763794
36	0.3500	-36.611107	-339.267029	1010.834290	19.560598	-342.985870	1014.234619	-56.112061	-312.251709	966.154846	-2.271357	-315.861206	969.320374	6.379262	-252.541626	868.072266	238.003662	-411.943970	1218.255615	247.145355	-429.844330	1189.599487	202.232651	-370.725189	1238.423950	234.794754	-436.254944	1139.738770	191.253418	-375.220337	1189.701050
37	0.3600	-36.602818	-339.270599	1010.822388	19.569170	-342.990509	1014.221008	-56.104435	-312.254211	966.143921	-2.263729	-315.864319	969.307983	6.384928	-252.543060	868.061035	237.309265	-413.559082	1218.056030	246.515839	-431.227692	1189.307129	201.491241	-372.491577	1238.410645	234.263702	-437.311249	1139.422363	190.626541	-376.594208	1189.640015
38	0.3700	-36.594536	-339.274017	1010.810547	19.577732	-342.994965	1014.207458	-56.096817	-312.256622	966.133118	-2.256108	-315.867310	969.295593	6.390586	-252.544418	868.049866	236.631104	-415.131683	1217.861694	245.891266	-432.582703	1189.027954	200.783157	-374.195190	1238.392578	233.729034	-438.351715	1139.126831	190.019928	-377.923126	1189.582153
39	0.3800	-36.586258	-339.277283	1010.798828	19.586287	-342.999298	1014.194031	-56.089207	-312.258911	966.122314	-2.248493	-315.870209	969.283325	6.396236	-252.545731	868.038757	235.973282	-416.640717	1217.677612	245.274918	-433.892639	1188.768433	200.113922	-375.811584	1238.371338	233.193405	-439.364655	1138.857910	189.437943	-379.189606	1189.529175
40	0.3900	-36.577988	-339.280426	1010.787231	19.594831	-343.003479	1014.180664	-56.081604	-312.261078	966.111633	-2.240886	-315.872986	969.271179	6.401880	-252.546967	868.027649	235.339432	-418.065765	1217.509277	244.669937	-435.141022	1188.535034	199.488083	-377.317596	1238.349121	232.659637	-440.338470	1138.621338	188.884521	-380.376801	1189.483276
41	0.4000	-36.569725	-339.283417	1010.775635	19.603369	-343.007507	1014.167419	-56.074013	-312.263123	966.101013	-2.233284	-315.875610	969.259033	6.407517	-252.548126	868.016602	234.732788	-419.387329	1217.362061	244.079391	-436.311890	1188.334351	198.909195	-378.691467	1238.328247	232.130768	-441.261688	1138.422363	188.363052	-381.468933	1189.446289
42	0.4100	-36.561470	-339.286285	1010.764160	19.611898	-343.011383	1014.154236	-56.066425	-312.265045	966.090454	-2.225690	-315.878143	969.247009	6.413146	-252.549240	868.005554	234.156158	-420.587219	1217.241455	243.506378	-437.389984	1188.172241	198.379791	-379.913483	1238.311523	231.610031	-442.123322	1138.265869	187.876450	-382.451416	1189.420410
43	0.4200	-36.553219	-339.288971	1010.752808	19.620420	-343.015137	1014.141174	-56.058846	-312.266846	966.079956	-2.218102	-315.880554	969.234985	6.418768	-252.550293	867.994568	233.612030	-421.648773	1217.152344	242.953964	-438.360962	1188.054565	197.901474	-380.966278	1238.301514	231.100937	-442.912842	1138.156250	187.427078	-383.311188	1189.407471
44	0.4300	-36.544975	-339.291534	1010.741516	19.628933	-343.018738	1014.128174	-56.051277	-312.268555	966.069519	-2.210521	-315.882843	969.223083	6.424383	-252.551270	867.983582	233.102661	-422.557312	1217.099121	242.425354	-439.211823	1187.985718	197.474991	-381.835205	1238.300659	230.607162	-443.620392	1138.096802	187.016907	-384.036926	1189.409058
45	0.4400	-36.536739	-339.293945	1010.730286	19.637438	-343.022186	1014.115295	-56.043713	-312.270111	966.059143	-2.202947	-315.885010	969.211243	6.429990	-252.552185	867.972656	232.630066	-423.300262	1217.085449	241.923782	-439.930847	1187.969604	197.100296	-382.508545	1238.311157	230.132629	-444.236969	1138.090210	186.647415	-384.619263	1189.426270
46	0.4500	-36.528511	-339.296234	1010.719177	19.645933	-343.025513	1014.102478	-56.036160	-312.271576	966.048889	-2.195379	-315.887085	969.199524	6.435590	-252.553040	867.961731	232.196121	-423.867523	1217.114014	241.452591	-440.508148	1188.008667	196.776749	-382.977783	1238.334595	229.681412	-444.754517	1138.137573	186.319717	-385.050903	1189.459717
47	0.4600	-36.520287	-339.298370	1010.708130	19.654423	-343.028656	1014.089722	-56.028610	-312.272888	966.038635	-2.187818	-315.889008	969.187805	6.441183	-252.553818	867.950867	231.802673	-424.251556	1217.186035	241.015228	-440.935608	1188.104004	196.503235	-383.237762	1238.371948	229.257645	-445.166199	1138.239258	186.034576	-385.326874	1189.509521
48	0.4700	-36.512070	-339.300354	1010.697144	19.662903	-343.031677	1014.077087	-56.021072	-312.274109	966.028503	-2.180263	-315.890839	969.176208	6.446769	-252.554550	867.940002	231.451477	-424.447693	1217.301880	240.615143	-441.207214	1188.255005	196.278336	-383.286652	1238.423584	228.865448	-445.466492	1138.394165	185.792480	-385.444397	1189.574951
49	0.4800	-36.503860	-339.302216	1010.686279	19.671375	-343.034546	1014.064514	-56.013538	-312.275208	966.018433	-2.172715	-315.892517	969.164673	6.452347	-252.555206	867.929260	231.144287	-424.453979	1217.460205	240.255814	-441.319305	1188.459839	196.100494	-383.125977	1238.488892	228.508881	-445.651398	1138.599854	185.593735	-385.403046	1189.654907
50	0.4900	-36.495659	-339.303925	1010.675537	19.679838	-343.037292	1014.052063	-56.006016	-312.276184	966.008423	-2.165174	-315.894104	969.153137	6.457919	-252.555801	867.918457	230.882828	-424.271545	1217.658325	239.940536	-441.270386	1188.715088	195.968185	-382.760468	1238.566406	228.191727	-445.718384	1138.852661	185.438416	-385.204742	1189.747314
51	0.5000	-36.487461	-339.305481	1010.664795	19.688293	-343.039856	1014.039673	-55.998501	-312.277039	965.998474	-2.157639	-315.895569	969.141785	6.463482	-252.556335	867.907715	230.668762	-423.904144	1217.892334	239.672485	-441.061554	1189.015869	195.880051	-382.197754	1238.654053	227.917450	-445.666748	1139.148071	185.326462	-384.853607	1189.849365
52	0.5100	-36.479271	-339.306915	1010.654175	19.696741	-343.042297	1014.027405	-55.990990	-312.277802	965.988586	-2.150111	-315.896912	969.130432	6.469039	-252.556808	867.897034	230.503693	-423.358429	1218.156982	239.454453	-440.696167	1189.355835	195.834900	-381.448303	1238.748413	227.689087	-445.497345	1139.480103	185.257736	-384.355804	1189.958008
53	0.5200	-36.471085	-339.308197	1010.643677	19.705181	-343.044617	1014.015198	-55.983490	-312.278412	965.978821	-2.142589	-315.898132	969.119141	6.474588	-252.557220	867.886353	230.389053	-422.643494	1218.445801	239.288925	-440.180023	1189.727661	195.831879	-380.524933	1238.845825	227.509094	-445.212891	1139.842163	185.231918	-383.719513	1190.069214
54	0.5300	-36.462910	-339.309326	1010.633240	19.713614	-343.046753	1014.003113	-55.975998	-312.278931	965.969055	-2.135074	-315.899261	969.107971	6.480131	-252.557556	867.875732	230.326111	-421.770813	1218.751587	239.177856	-439.521088	1190.122925	195.870361	-379.442719	1238.941650	227.379379	-444.817657	1140.226685	185.248611	-382.954712	1190.178955
55	0.5400	-36.454739	-339.310333	1010.622864	19.722036	-343.048767	1013.991089	-55.968510	-312.279297	965.959412	-2.127566	-315.900238	969.096863	6.485666	-252.557831	867.865173	230.315842	-420.753998	1219.066162	239.122711	-438.729431	1190.532593	195.949966	-378.218445	1239.031006	227.301132	-444.317566	1140.625610	185.307251	-382.072876	1190.282471
56	0.5500	-36.446575	-339.311188	1010.612610	19.730452	-343.050629	1013.979126	-55.961033	-312.279572	965.949768	-2.120064	-315.901123	969.085815	6.491193	-252.558060	867.854614	230.358902	-419.608398	1219.380981	239.124313	-437.816833	1190.947144	196.070435	-376.870422	1239.108643	227.274872	-443.719910	1141.030762	185.407043	-381.086853	1190.375244
57	0.5600	-36.438416	-339.311890	1010.602417	19.738859	-343.052338	1013.967285	-55.953564	-312.279724	965.940247	-2.112569	-315.901886	969.074829	6.496714	-252.558212	867.844055	230.455521	-418.350861	1219.687378	239.182877	-436.796783	1191.356689	196.231613	-375.418152	1239.169312	227.300400	-443.033295	1141.433350	185.546997	-380.010559	1190.452759
58	0.5700	-36.430264	-339.312469	1010.592285	19.747259	-343.053925	1013.955505	-55.946102	-312.279785	965.930786	-2.105080	-315.902527	969.063904	6.502226	-252.558289	867.833557	230.605423	-416.999451	1219.976563	239.297913	-435.683899	1191.751465	196.433228	-373.881836	1239.207764	227.376801	-442.267456	1141.825195	185.725800	-378.858826	1190.510254
59	0.5800	-36.422119	-339.312897	1010.582275	19.755650	-343.055359	1013.943848	-55.938644	-312.279694	965.921448	-2.097598	-315.903046	969.053101	6.507732	-252.558319	867.823120	230.807770	-415.572937	1220.239990	239.468201	-434.493835	1192.122070	196.674820	-372.282196	1239.219238	227.502411	-441.432922	1142.197754	185.941803	-377.646973	1190.543579
60	0.5900	-36.413982	-339.313202	1010.572388	19.764034	-343.056641	1013.932251	-55.931198	-312.279510	965.912109	-2.090122	-315.903442	969.042358	6.513231	-252.558289	867.812683	231.061081	-414.090576	1220.469849	239.691803	-433.242889	1192.459595	196.955597	-370.640015	1239.199219	227.674896	-440.540985	1142.543335	186.192947	-376.390656	1190.548950
61	0.6000	-36.405849	-339.313354	1010.562500	19.772409	-343.057800	1013.920776	-55.923759	-312.279175	965.902832	-2.082652	-315.903748	969.031616	6.518722	-252.558182	867.802307	231.363205	-412.571686	1220.658691	239.966019	-431.947632	1192.755859	197.274277	-368.975891	1239.143799	227.891235	-439.603302	1142.854614	186.476730	-375.105591	1190.522949
62	0.6100	-36.397724	-339.313354	1010.552734	19.780777	-343.058807	1013.909363	-55.916328	-312.278748	965.893677	-2.075189	-315.903931	969.020996	6.524206	-252.558029	867.791931	231.711197	-411.035370	1220.800415	240.287354	-430.624725	1193.003418	197.628998	-367.309784	1239.050049	228.147827	-438.631744	1143.125244	186.790161	-373.807220	1190.463013
63	0.6200	-36.389603	-339.313232	1010.543091	19.789137	-343.059662	1013.898010	-55.908901	-312.278198	965.884583	-2.067732	-315.903992	969.010498	6.529683	-252.557800	867.781616	232.101379	-409.500153	1220.889404	240.651611	-429.290405	1193.196045	198.017136	-365.660950	1238.915405	228.440460	-437.638245	1143.349243	187.129700	-372.510651	1190.367065
64	0.6300	-36.381489	-339.312988	1010.533508	19.797489	-343.060364	1013.886780	-55.901485	-312.277557	965.875488	-2.060282	-315.903931	969.000000	6.535152	-252.557510	867.771301	232.529236	-407.983704	1220.921631	241.053894	-427.960449	1193.328979	198.435333	-364.047485	1238.738770	228.764450	-436.634460	1143.522095	187.491318	-371.230255	1190.233643
65	0.6400	-36.373383	-339.312561	1010.523987	19.805834	-343.060944	1013.875610	-55.894077	-312.276764	965.866516	-2.052838	-315.903748	968.989624	6.540614	-252.557159	867.761047	232.989517	-406.502594	1220.894409	241.488602	-426.649780	1193.398193	198.879303	-362.486145	1238.519531	229.114731	-435.631653	1143.640259	187.870422	-369.979645	1190.062378
66	0.6500	-36.365280	-339.312042	1010.514587	19.814171	-343.061401	1013.864563	-55.886673	-312.275879	965.857605	-2.045400	-315.903473	968.979248	6.546069	-252.556747	867.750854	233.476242	-405.071991	1220.806152	241.949615	-425.372284	1193.401733	199.343933	-360.992218	1238.258179	229.485916	-434.640503	1143.700928	188.261978	-368.771301	1189.853394
67	0.6600	-36.357185	-339.311340	1010.505249	19.822500	-343.061707	1013.853577	-55.879280	-312.274872	965.848816	-2.037968	-315.903076	968.968994	6.551517	-252.556274	867.740662	233.982742	-403.705658	1220.656982	242.430298	-424.140564	1193.338745	199.823257	-359.579376	1237.956421	229.872406	-433.671021	1143.703125	188.660492	-367.616730	1189.607666
68	0.6700	-36.349098	-339.310516	1010.495972	19.830822	-343.061859	1013.842712	-55.871891	-312.273743	965.840027	-2.030543	-315.902557	968.958801	6.556957	-252.555740	867.730530	234.501801	-402.415680	1220.447998	242.923691	-422.965973	1193.209839	200.310516	-358.259491	1237.616699	230.268478	-432.732330	1143.646362	189.060104	-366.526123	1189.327271
69	0.6800	-36.341015	-339.309570	1010.486816	19.839136	-343.061859	1013.831909	-55.864510	-312.272491	965.831299	-2.023124	-315.901917	968.948730	6.562391	-252.555145	867.720398	235.025757	-401.212433	1220.182251	243.422546	-421.858307	1193.017090	200.798248	-357.042694	1237.242554	230.668488	-431.832672	1143.531616	189.454681	-365.508362	1189.014526
70	0.6900	-36.332935	-339.308472	1010.477722	19.847443	-343.061737	1013.821167	-55.857136	-312.271149	965.822693	-2.015710	-315.901184	968.938660	6.567817	-252.554489	867.710327	235.546631	-400.104584	1219.863647	243.919540	-420.825958	1192.764160	201.278473	-355.937225	1236.838257	231.066849	-430.979340	1143.361084	189.837952	-364.571136	1188.672852
71	0.7000	-36.324863	-339.307220	1010.468750	19.855742	-343.061462	1013.810547	-55.849773	-312.269684	965.814148	-2.008303	-315.900330	968.928711	6.573236	-252.553772	867.700256	236.056290	-399.099060	1219.497437	244.407379	-419.875763	1192.455444	201.742844	-354.949646	1236.408691	231.458191	-430.178680	1143.137695	190.203629	-363.720764	1188.305908
72	0.7100	-36.316799	-339.305878	1010.459839	19.864035	-343.061066	1013.799988	-55.842411	-312.268097	965.805664	-2.000902	-315.899353	968.918762	6.578647	-252.552979	867.690247	236.546661	-398.201111	1219.089722	244.878952	-419.013184	1192.096802	202.182831	-354.084839	1235.959717	231.837509	-429.436005	1142.865356	190.545502	-362.962280	1187.918091
73	0.7200	-36.308739	-339.304352	1010.450989	19.872318	-343.060516	1013.789551	-55.835060	-312.266418	965.797241	-1.993507	-315.898254	968.908936	6.584052	-252.552139	867.680298	237.009857	-397.414520	1218.647461	245.327484	-418.242279	1191.694702	202.589966	-353.346100	1235.497070	232.200165	-428.755768	1142.548462	190.857666	-362.299530	1187.514160
74	0.7300	-36.300686	-339.302704	1010.442261	19.880596	-343.059845	1013.779175	-55.827717	-312.264618	965.788879	-1.986118	-315.897064	968.899170	6.589448	-252.551239	867.670349	237.438416	-396.741516	1218.177979	245.746704	-417.565918	1191.256226	202.956131	-352.735321	1235.027222	232.542053	-428.141510	1142.192383	191.134583	-361.735291	1187.098633
75	0.7400	-36.292637	-339.300934	1010.433594	19.888866	-343.059021	1013.768921	-55.820377	-312.262695	965.780579	-1.978735	-315.895752	968.889465	6.594839	-252.550278	867.660461	237.825531	-396.183228	1217.688965	246.130966	-416.985748	1190.788696	203.273758	-352.253174	1234.556274	232.859650	-427.595978	1141.802368	191.371353	-361.271301	1186.676636
