Trajectories
100
		head:TopLeft			head:TopRight			head:BottomLeft			head:BottomRight			head:Whole			head:Brow			head:Tip			head:StickTopLeft			head:StickTopRight			head:StickBottomLeft			head:StickBottomRight			head:StickEnd			
Frame	Sub Frame	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
		mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
462	0	-35.605904	-341.007568	1007.496948	20.513685	-344.925629	1010.678772	-55.189064	-313.477692	963.270264	-1.358410	-317.365631	966.121094				7.115258	-253.190277	865.571899	158.464951	-366.669312	1190.234497	174.056061	-386.202026	1165.626099	116.464348	-327.119263	1199.163940	171.533264	-398.171936	1115.509644	115.076180	-337.245453	1150.006958			
463	0	-35.605221	-341.006012	1007.496094	20.514225	-344.924530	1010.677673	-55.188381	-313.476379	963.269409	-1.357731	-317.364594	966.120361				7.115811	-253.189499	865.570740	158.682068	-366.946655	1190.271118	174.240250	-386.446136	1165.642700	116.694702	-327.407013	1199.268921	171.655258	-398.327484	1115.550415	115.232513	-337.460083	1150.115479			
464	0	-35.604523	-341.004425	1007.495300	20.514784	-344.923401	1010.676758	-55.187675	-313.475067	963.268555	-1.357035	-317.363586	966.119568				7.116372	-253.188736	865.569458	158.900009	-367.230316	1190.316895	174.427032	-386.693878	1165.667725	116.925720	-327.701630	1199.384033	171.782059	-398.483887	1115.598267	115.393387	-337.675476	1150.231934			
465	0	-35.603798	-341.002838	1007.494446	20.515360	-344.922272	1010.675659	-55.186954	-313.473724	963.267761	-1.356323	-317.362610	966.118896				7.116943	-253.187927	865.568298	159.115387	-367.516876	1190.373291	174.613876	-386.942261	1165.703003	117.153618	-327.999664	1199.509399	171.912857	-398.639709	1115.654053	115.556908	-337.889465	1150.356934			
466	0	-35.603062	-341.001251	1007.493713	20.515959	-344.921143	1010.674744	-55.186211	-313.472351	963.266968	-1.355594	-317.361572	966.118164				7.117522	-253.187119	865.566956	159.325226	-367.802368	1190.442139	174.798599	-387.188080	1165.750122	117.375008	-328.297211	1199.645630	172.046829	-398.793549	1115.718750	115.721397	-338.099670	1150.490356			
467	0	-35.602303	-340.999634	1007.493042	20.516573	-344.919983	1010.673767	-55.185459	-313.470978	963.266052	-1.354849	-317.360504	966.117432				7.118111	-253.186310	865.565796	159.527023	-368.082794	1190.524292	174.979218	-387.427948	1165.810425	117.587036	-328.589996	1199.793091	172.183228	-398.944031	1115.792358	115.885284	-338.303650	1150.632690			
468	0	-35.601528	-340.997955	1007.492188	20.517206	-344.918793	1010.672668	-55.184685	-313.469574	963.265320	-1.354087	-317.359406	966.116699				7.118708	-253.185516	865.564575	159.718765	-368.353760	1190.620850	175.154282	-387.658478	1165.885376	117.787460	-328.873749	1199.951782	172.321457	-399.089783	1115.875977	116.047333	-338.499115	1150.783691			
469	0	-35.600731	-340.996338	1007.491455	20.517859	-344.917572	1010.671753	-55.183895	-313.468201	963.264587	-1.353308	-317.358337	966.116028				7.119314	-253.184677	865.563354	159.899124	-368.611023	1190.732666	175.322693	-387.876282	1165.975464	117.974663	-329.143982	1200.121094	172.460922	-399.229645	1115.969482	116.206528	-338.683807	1150.942993			
470	0	-35.599918	-340.994659	1007.490662	20.518526	-344.916351	1010.670776	-55.183086	-313.466797	963.263733	-1.352513	-317.357239	966.115356				7.119928	-253.183838	865.562195	160.067322	-368.850403	1190.859741	175.483810	-388.078186	1166.081299	118.147713	-329.396271	1200.300659	172.601257	-399.362518	1116.073364	116.362160	-338.855652	1151.110474			
471	0	-35.599087	-340.992950	1007.489929	20.519217	-344.915100	1010.669800	-55.182259	-313.465363	963.263000	-1.351701	-317.356171	966.114563				7.120553	-253.183014	865.560974	160.223206	-369.068085	1191.002075	175.637390	-388.261261	1166.203247	118.306381	-329.626587	1200.489868	172.742081	-399.487427	1116.187744	116.513847	-339.012787	1151.285767			
472	0	-35.598232	-340.991272	1007.489197	20.519924	-344.913818	1010.668884	-55.181419	-313.463898	963.262268	-1.350873	-317.355042	966.113953				7.121185	-253.182144	865.559753	160.367172	-369.260498	1191.159546	175.783707	-388.422943	1166.341064	118.451057	-329.831238	1200.687744	172.883255	-399.603760	1116.311890	116.661461	-339.153656	1151.468140			
473	0	-35.597370	-340.989532	1007.488464	20.520649	-344.912537	1010.667908	-55.180557	-313.462402	963.261536	-1.350028	-317.353882	966.113281				7.121826	-253.181274	865.558533	160.500259	-369.424774	1191.331055	175.923325	-388.561249	1166.494263	118.582726	-330.007080	1200.893311	173.024658	-399.710938	1116.446045	116.805168	-339.277161	1151.656860			
474	0	-35.596478	-340.987762	1007.487793	20.521395	-344.911255	1010.666992	-55.179680	-313.460907	963.260742	-1.349167	-317.352753	966.112671				7.122475	-253.180420	865.557312	160.623810	-369.558685	1191.515747	176.057129	-388.674622	1166.661987	118.702919	-330.151581	1201.104980	173.166275	-399.808716	1116.589478	116.945374	-339.382538	1151.851440			
475	0	-35.595573	-340.986023	1007.487061	20.522158	-344.909912	1010.666016	-55.178787	-313.459412	963.260132	-1.348290	-317.351562	966.111938				7.123133	-253.179520	865.556091	160.739624	-369.660858	1191.712646	176.186371	-388.762360	1166.843018	118.813583	-330.263214	1201.321899	173.308182	-399.897125	1116.741577	117.082687	-339.469513	1152.050781			
476	0	-35.594658	-340.984222	1007.486450	20.522942	-344.908600	1010.665039	-55.177879	-313.457947	963.259399	-1.347396	-317.350372	966.111328				7.123799	-253.178650	865.554932	160.849792	-369.730743	1191.919800	176.312347	-388.824310	1167.036377	118.917007	-330.341217	1201.542358	173.450485	-399.976440	1116.901245	117.217873	-339.538391	1152.254028			
477	0	-35.593716	-340.982422	1007.485718	20.523743	-344.907227	1010.664246	-55.176949	-313.456421	963.258667	-1.346486	-317.349152	966.110718				7.124474	-253.177765	865.553650	160.956528	-369.768799	1192.136108	176.436554	-388.861267	1167.239990	119.015717	-330.385956	1201.765381	173.593338	-400.047180	1117.068115	117.351830	-339.589966	1152.460327			
478	0	-35.592758	-340.980652	1007.485168	20.524561	-344.905853	1010.663269	-55.176006	-313.454834	963.258057	-1.345560	-317.347931	966.110107				7.125158	-253.176865	865.552551	161.062134	-369.776550	1192.359253	176.560501	-388.874695	1167.452515	119.112328	-330.398621	1201.989502	173.736893	-400.110138	1117.240967	117.485481	-339.625427	1152.668823			
479	0	-35.591782	-340.978790	1007.484436	20.525402	-344.904419	1010.662292	-55.175045	-313.453278	963.257385	-1.344618	-317.346710	966.109436				7.125849	-253.175949	865.551270	161.168884	-369.756439	1192.587402	176.685654	-388.866852	1167.671387	119.209488	-330.381592	1202.213379	173.881287	-400.166321	1117.418701	117.619774	-339.646576	1152.878662			
480	0	-35.590782	-340.976959	1007.483826	20.526258	-344.903015	1010.661499	-55.174065	-313.451721	963.256775	-1.343660	-317.345459	966.108887				7.126549	-253.175018	865.550171	161.278931	-369.711884	1192.818481	176.813354	-388.840729	1167.894897	119.309776	-330.338287	1202.435791	174.026657	-400.216980	1117.600098	117.755623	-339.655731	1153.088867			
481	0	-35.589771	-340.975067	1007.483215	20.527134	-344.901581	1010.660522	-55.173073	-313.450134	963.256042	-1.342685	-317.344177	966.108276				7.127257	-253.174103	865.548889	161.394241	-369.647186	1193.050781	176.944809	-388.800049	1168.120605	119.415573	-330.272888	1202.655762	174.173019	-400.263428	1117.784058	117.893852	-339.655365	1153.298462			
482	0	-35.588737	-340.973206	1007.482666	20.528028	-344.900146	1010.659668	-55.172058	-313.448486	963.255493	-1.341694	-317.342896	966.107727				7.127973	-253.173172	865.547791	161.516495	-369.567352	1193.281738	177.081024	-388.748962	1168.346802	119.529022	-330.190430	1202.872192	174.320404	-400.307159	1117.969482	118.035156	-339.648529	1153.506958			
483	0	-35.587692	-340.971283	1007.482056	20.528938	-344.898682	1010.658752	-55.171032	-313.446869	963.254944	-1.340687	-317.341614	966.107178				7.128698	-253.172226	865.546570	161.647018	-369.478058	1193.509766	177.222733	-388.692047	1168.570801	119.651939	-330.096527	1203.084106	174.468704	-400.349640	1118.155640	118.180099	-339.638275	1153.713745			
484	0	-35.586624	-340.969391	1007.481445	20.529871	-344.897186	1010.657898	-55.169983	-313.445251	963.254333	-1.339664	-317.340302	966.106567				7.129430	-253.171265	865.545471	161.786865	-369.385254	1193.733154	177.370392	-388.634247	1168.790771	119.785744	-329.997314	1203.291016	174.617813	-400.392487	1118.340942	118.329025	-339.627869	1153.917969			
485	0	-35.585537	-340.967407	1007.480835	20.530821	-344.895660	1010.657043	-55.168926	-313.443604	963.253784	-1.338626	-317.338959	966.106079				7.130170	-253.170319	865.544312	161.936584	-369.295105	1193.950195	177.524185	-388.580414	1169.005249	119.931427	-329.899078	1203.492676	174.767471	-400.437042	1118.525146	118.482086	-339.620575	1154.119385			
486	0	-35.584435	-340.965485	1007.480408	20.531790	-344.894104	1010.656372	-55.167850	-313.441895	963.253174	-1.337571	-317.337646	966.105530				7.130919	-253.169327	865.543152	162.096298	-369.213806	1194.159546	177.683945	-388.535400	1169.212402	120.089470	-329.808136	1203.688477	174.917358	-400.484528	1118.707275	118.639198	-339.619415	1154.317627			
487	0	-35.583317	-340.963470	1007.479797	20.532778	-344.892548	1010.655396	-55.166756	-313.440247	963.252686	-1.336500	-317.336304	966.105042				7.131675	-253.168381	865.541992	162.265656	-369.147217	1194.359985	177.849228	-388.503784	1169.411133	120.259804	-329.730621	1203.878784	175.067093	-400.536072	1118.887085	118.800049	-339.627319	1154.512695			
488	0	-35.582180	-340.961517	1007.479309	20.533781	-344.890991	1010.654663	-55.165646	-313.438538	963.252136	-1.335414	-317.334900	966.104431				7.132439	-253.167358	865.540833	162.443924	-369.100616	1194.551270	178.019257	-388.489594	1169.600586	120.441856	-329.672150	1204.063477	175.216232	-400.592377	1119.063843	118.964073	-339.646790	1154.704468			
489	0	-35.581028	-340.959503	1007.478821	20.534807	-344.889404	1010.653870	-55.164520	-313.436798	963.251648	-1.334312	-317.333527	966.103943				7.133210	-253.166382	865.539734	162.629852	-369.078735	1194.732910	178.192963	-388.496307	1169.780518	120.634453	-329.637695	1204.243042	175.364258	-400.653900	1119.238037	119.130478	-339.679749	1154.893188			
490	0	-35.579853	-340.957428	1007.478333	20.535849	-344.887756	1010.653015	-55.163380	-313.435089	963.251160	-1.333194	-317.332123	966.103516				7.133989	-253.165359	865.538513	162.821823	-369.085205	1194.905151	178.369064	-388.526367	1169.950439	120.835899	-329.631378	1204.418579	175.510635	-400.720581	1119.409424	119.298225	-339.727631	1155.078979			
491	0	-35.578659	-340.955414	1007.477905	20.536913	-344.886139	1010.652283	-55.162216	-313.433319	963.250610	-1.332060	-317.330658	966.103088				7.134777	-253.164352	865.537476	163.017838	-369.122650	1195.068726	178.546005	-388.581635	1170.111450	121.044014	-329.656281	1204.590698	175.654800	-400.792084	1119.578979	119.466103	-339.791321	1155.262695			
492	0	-35.577454	-340.953308	1007.477539	20.537991	-344.884491	1010.651489	-55.161045	-313.431549	963.250244	-1.330911	-317.329193	966.102600				7.135571	-253.163330	865.536255	163.215607	-369.192688	1195.224365	178.722153	-388.662567	1170.264160	121.256180	-329.714264	1204.760498	175.796173	-400.867584	1119.747070	119.632736	-339.870880	1155.444824			
493	0	-35.576233	-340.951263	1007.476929	20.539089	-344.882782	1010.650757	-55.159859	-313.429779	963.249756	-1.329746	-317.327728	966.102173				7.136373	-253.162292	865.535217	163.412552	-369.295319	1195.373901	178.895645	-388.768921	1170.409790	121.469353	-329.806152	1204.929321	175.934204	-400.945679	1119.914673	119.796616	-339.965515	1155.626099			
494	0	-35.574989	-340.949158	1007.476562	20.540207	-344.881104	1010.650024	-55.158649	-313.427948	963.249329	-1.328566	-317.326263	966.101685				7.137182	-253.161285	865.534119	163.605942	-369.429565	1195.518555	179.064621	-388.899017	1170.550537	121.680290	-329.931213	1205.098511	176.068359	-401.024628	1120.083130	119.956161	-340.073944	1155.807007			
495	0	-35.573723	-340.946991	1007.476196	20.541342	-344.879395	1010.649353	-55.157425	-313.426178	963.248962	-1.327370	-317.324799	966.101318				7.137999	-253.160202	865.533020	163.792969	-369.592896	1195.660889	179.227097	-389.050293	1170.688232	121.885475	-330.087463	1205.269409	176.198135	-401.102295	1120.253540	120.109726	-340.193848	1155.988892			
496	0	-35.572449	-340.944855	1007.475830	20.542498	-344.877625	1010.648621	-55.156189	-313.424316	963.248474	-1.326159	-317.323273	966.100952				7.138822	-253.159164	865.531921	163.970764	-369.781616	1195.803101	179.381302	-389.219025	1170.825317	122.081390	-330.271606	1205.443481	176.323135	-401.176086	1120.427979	120.255730	-340.322296	1156.172607			
497	0	-35.571156	-340.942719	1007.475525	20.543671	-344.875885	1010.647888	-55.154938	-313.422516	963.248108	-1.324932	-317.321716	966.100586				7.139653	-253.158096	865.530823	164.136612	-369.990662	1195.947266	179.525406	-389.400482	1170.964478	122.264519	-330.479034	1205.621948	176.442932	-401.243134	1120.607544	120.392632	-340.455597	1156.359009			
498	0	-35.569843	-340.940491	1007.475159	20.544863	-344.874115	1010.647156	-55.153671	-313.420654	963.247864	-1.323690	-317.320160	966.100220				7.140491	-253.157013	865.529785	164.287979	-370.213928	1196.096313	179.657867	-389.588989	1171.108398	122.431557	-330.703857	1205.806152	176.557312	-401.300110	1120.794189	120.519012	-340.589478	1156.548828			
499	0	-35.568512	-340.938293	1007.474792	20.546072	-344.872253	1010.646606	-55.152382	-313.418732	963.247498	-1.322432	-317.318604	966.099854				7.141337	-253.155945	865.528687	164.422638	-370.444153	1196.252441	179.777359	-389.778107	1171.259888	122.579468	-330.939178	1205.997070	176.666092	-401.343628	1120.989624	120.633659	-340.719025	1156.743286			
500	0	-35.567169	-340.936127	1007.474426	20.547298	-344.870453	1010.645874	-55.151085	-313.416870	963.247192	-1.321160	-317.317047	966.099487				7.142190	-253.154846	865.527649	164.538666	-370.673279	1196.418457	179.882843	-389.960602	1171.421631	122.705666	-331.177002	1206.195679	176.769211	-401.370087	1121.195679	120.735588	-340.838928	1156.942993			
501	0	-35.565800	-340.933868	1007.474182	20.548544	-344.868591	1010.645264	-55.149773	-313.414948	963.246887	-1.319872	-317.315399	966.099121				7.143049	-253.153748	865.526611	164.634735	-370.892426	1196.596191	179.973648	-390.128967	1171.596558	122.808067	-331.408630	1206.402832	176.866745	-401.375854	1121.414062	120.824043	-340.943542	1157.148438			
502	0	-35.564419	-340.931580	1007.473938	20.549810	-344.866730	1010.644653	-55.148445	-313.413055	963.246643	-1.318569	-317.313782	966.098816				7.143915	-253.152634	865.525574	164.709915	-371.092316	1196.787842	180.049454	-390.274994	1171.786743	122.885170	-331.624664	1206.618408	176.958862	-401.357391	1121.646240	120.898613	-341.026947	1157.360474			
503	0	-35.563026	-340.929321	1007.473694	20.551092	-344.864807	1010.644104	-55.147095	-313.411072	963.246399	-1.317251	-317.312164	966.098572				7.144788	-253.151505	865.524597	164.763885	-371.263306	1196.994995	180.110367	-390.390625	1171.994629	122.936127	-331.815338	1206.843018	177.045868	-401.311157	1121.893921	120.959167	-341.083252	1157.579102			
504	0	-35.561611	-340.927002	1007.473450	20.552393	-344.862915	1010.643494	-55.145737	-313.409119	963.246155	-1.315918	-317.310516	966.098328				7.145668	-253.150375	865.523499	164.796906	-371.395538	1197.219238	180.156891	-390.467743	1172.222168	122.960838	-331.970703	1207.076416	177.128189	-401.233887	1122.157837	121.005951	-341.106567	1157.804810			
505	0	-35.560181	-340.924713	1007.473206	20.553715	-344.860962	1010.642883	-55.144363	-313.407166	963.245911	-1.314570	-317.308807	966.098083				7.146554	-253.149246	865.522583	164.809860	-371.479523	1197.461426	180.189926	-390.498352	1172.470459	122.959862	-332.080780	1207.317993	177.206375	-401.122650	1122.439209	121.039490	-341.091248	1158.037720			
506	0	-35.558735	-340.922394	1007.473083	20.555054	-344.859009	1010.642273	-55.142971	-313.405151	963.245728	-1.313208	-317.307159	966.097839				7.147446	-253.148071	865.521545	164.804169	-371.506012	1197.721924	180.210800	-390.475037	1172.740723	122.934494	-332.136108	1207.567017	177.281052	-400.975006	1122.739014	121.060661	-341.032043	1158.277344			
507	0	-35.557266	-340.920044	1007.473022	20.556410	-344.856995	1010.641785	-55.141563	-313.403198	963.245544	-1.311830	-317.305420	966.097656				7.148346	-253.146912	865.520508	164.781860	-371.466461	1198.000977	180.221176	-390.391083	1173.033691	122.886711	-332.127502	1207.822510	177.352890	-400.788940	1123.057251	121.070663	-340.924347	1158.524048			
508	0	-35.555782	-340.917633	1007.472778	20.557783	-344.855011	1010.641357	-55.140144	-313.401123	963.245361	-1.310437	-317.303680	966.097412				7.149251	-253.145752	865.519653	164.745438	-371.353241	1198.298584	180.223068	-390.240479	1173.349487	122.819145	-332.046875	1208.083496	177.422699	-400.562988	1123.394531	121.070946	-340.764221	1158.776855			
509	0	-35.554287	-340.915253	1007.472656	20.559179	-344.852966	1010.640747	-55.138710	-313.399139	963.245300	-1.309030	-317.301941	966.097229				7.150164	-253.144592	865.518616	164.697830	-371.159851	1198.613892	180.218689	-390.018616	1173.688110	122.735008	-331.887024	1208.348633	177.491302	-400.296539	1123.750244	121.063225	-340.548553	1159.035767			
510	0	-35.552769	-340.912842	1007.472656	20.560591	-344.850891	1010.640381	-55.137260	-313.397095	963.245239	-1.307608	-317.300140	966.097107				7.151082	-253.143402	865.517700	164.642349	-370.881195	1198.945923	180.210571	-389.721863	1174.048584	122.637993	-331.642334	1208.616699	177.559525	-399.989532	1124.124146	121.049408	-340.275269	1159.299927			
511	0	-35.551243	-340.910400	1007.472534	20.562019	-344.848846	1010.639893	-55.135803	-313.394989	963.245117	-1.306172	-317.298340	966.096924				7.152007	-253.142212	865.516785	164.582581	-370.513977	1199.293335	180.201279	-389.348297	1174.430176	122.532196	-331.308563	1208.886108	177.628174	-399.642975	1124.515503	121.031555	-339.943390	1159.568848			
512	0	-35.549694	-340.907928	1007.472534	20.563467	-344.846741	1010.639404	-55.134323	-313.392944	963.245056	-1.304721	-317.296570	966.096741				7.152938	-253.141022	865.515808	164.522232	-370.056519	1199.655029	180.193436	-388.897430	1174.831299	122.421997	-330.883514	1209.155762	177.698044	-399.258423	1124.923218	121.011810	-339.553253	1159.841919			
513	0	-35.548130	-340.905487	1007.472534	20.564932	-344.844574	1010.639099	-55.132828	-313.390808	963.245056	-1.303256	-317.294708	966.096680				7.153874	-253.139801	865.514954	164.465042	-369.509247	1200.029053	180.189667	-388.370728	1175.250244	122.311890	-330.366791	1209.424316	177.769882	-398.838623	1125.345825	120.992355	-339.106506	1160.118164			
514	0	-35.546547	-340.903015	1007.472534	20.566418	-344.842438	1010.638733	-55.131325	-313.388702	963.245056	-1.301776	-317.292877	966.096558				7.154817	-253.138565	865.514038	164.414703	-368.874817	1200.413330	180.192474	-387.771240	1175.685059	122.206406	-329.760345	1209.690430	177.844345	-398.386932	1125.781616	120.975319	-338.606049	1160.397217			
515	0	-35.544952	-340.900482	1007.472534	20.567921	-344.840271	1010.638245	-55.129799	-313.386597	963.245056	-1.300281	-317.290985	966.096497				7.155766	-253.137314	865.513123	164.374649	-368.157898	1200.806152	180.204071	-387.104156	1176.133301	122.109871	-329.068176	1209.953491	177.921936	-397.907776	1126.228760	120.962730	-338.056366	1160.678101			
516	0	-35.543339	-340.897949	1007.472534	20.569441	-344.838013	1010.637878	-55.128269	-313.384399	963.245056	-1.298773	-317.289124	966.096436				7.156720	-253.136063	865.512329	164.347992	-367.365509	1201.204956	180.226456	-386.376221	1176.592285	122.026329	-328.296844	1210.212646	178.003067	-397.406250	1126.684937	120.956444	-337.463074	1160.960327			
517	0	-35.541710	-340.895416	1007.472656	20.570978	-344.835785	1010.637634	-55.126720	-313.382263	963.245117	-1.297250	-317.287201	966.096436				7.157681	-253.134811	865.511475	164.337296	-366.506805	1201.607666	180.261215	-385.596222	1177.059448	121.959335	-327.454926	1210.467041	178.088028	-396.888275	1127.147827	120.958061	-336.833374	1161.243042			
518	0	-35.540062	-340.892822	1007.472778	20.572536	-344.833557	1010.637268	-55.125156	-313.380096	963.245239	-1.295713	-317.285278	966.096436				7.158646	-253.133560	865.510559	164.344574	-365.593109	1202.012329	180.309387	-384.774445	1177.531860	121.911812	-326.553284	1210.716675	178.176865	-396.360596	1127.614746	120.968880	-336.175568	1161.526001			
519	0	-35.538406	-340.890228	1007.472900	20.574112	-344.831299	1010.637024	-55.123577	-313.377899	963.245300	-1.294162	-317.283295	966.096436				7.159617	-253.132278	865.509766	164.371170	-364.637573	1202.416626	180.371582	-383.922821	1178.006348	121.885918	-325.605042	1210.961304	178.269516	-395.830353	1128.083008	120.989853	-335.499084	1161.808350			
520	0	-35.536724	-340.887604	1007.473022	20.575705	-344.828949	1010.636780	-55.121986	-313.375671	963.245422	-1.292597	-317.281372	966.096497				7.160594	-253.130997	865.508972	164.417587	-363.655212	1202.818481	180.447769	-383.054657	1178.480103	121.882957	-324.624969	1211.201416	178.365738	-395.305237	1128.549805	121.021530	-334.814362	1162.089966			
521	0	-35.535034	-340.884979	1007.473083	20.577312	-344.826630	1010.636597	-55.120388	-313.373444	963.245544	-1.291018	-317.279358	966.096558				7.161577	-253.129715	865.508118	164.483566	-362.662415	1203.216187	180.537430	-382.184326	1178.950073	121.903343	-323.629639	1211.437256	178.465088	-394.793304	1129.012329	121.064034	-334.132751	1162.370117			
522	0	-35.533325	-340.882324	1007.473328	20.578943	-344.824280	1010.636353	-55.118771	-313.371216	963.245728	-1.289425	-317.277374	966.096619				7.162564	-253.128403	865.507385	164.568024	-361.676880	1203.607544	180.639420	-381.327026	1179.413574	121.946510	-322.637085	1211.669189	178.566971	-394.302704	1129.467773	121.117104	-333.466064	1162.648315			
523	0	-35.531601	-340.879639	1007.473572	20.580589	-344.821930	1010.636108	-55.117138	-313.368958	963.245972	-1.287818	-317.275330	966.096741				7.163557	-253.127106	865.506653	164.669144	-360.717133	1203.991333	180.752029	-380.498657	1179.867188	122.011017	-321.666229	1211.898438	178.670670	-393.841736	1129.912720	121.180038	-332.826538	1162.924927			
524	0	-35.529858	-340.876953	1007.473816	20.582253	-344.819519	1010.635986	-55.115490	-313.366669	963.246277	-1.286197	-317.273254	966.096924				7.164555	-253.125793	865.505859	164.784363	-359.802246	1204.365356	180.873108	-379.715240	1180.308350	122.094574	-320.736755	1212.125854	178.775330	-393.418610	1130.344971	121.251793	-332.226532	1163.199097			
525	0	-35.528103	-340.874237	1007.474060	20.583935	-344.817078	1010.635742	-55.113838	-313.364380	963.246521	-1.284563	-317.271210	966.097107				7.165558	-253.124451	865.505188	164.910568	-358.951263	1204.728638	181.000168	-378.992737	1180.734131	122.194168	-319.868530	1212.352539	178.879974	-393.041138	1130.761475	121.331009	-331.678375	1163.470703			
526	0	-35.526333	-340.871521	1007.474426	20.585638	-344.814606	1010.635620	-55.112164	-313.362061	963.246826	-1.282915	-317.269073	966.097290				7.166566	-253.123077	865.504456	165.044189	-358.183044	1205.079712	181.130386	-378.346741	1181.142578	122.306244	-319.081238	1212.579224	178.983673	-392.716766	1131.159546	121.416077	-331.193848	1163.739624			
527	0	-35.524544	-340.868744	1007.474792	20.587355	-344.812134	1010.635620	-55.110481	-313.359772	963.247131	-1.281253	-317.266937	966.097473				7.167579	-253.121735	865.503784	165.181320	-357.515564	1205.417236	181.260742	-377.791901	1181.530640	122.426788	-318.393799	1212.807373	179.085327	-392.452332	1131.536865	121.505203	-330.784180	1164.005615			
528	0	-35.522739	-340.865936	1007.475159	20.589090	-344.809601	1010.635498	-55.108784	-313.357422	963.247498	-1.279578	-317.264832	966.097717				7.168596	-253.120361	865.502991	165.317993	-356.965607	1205.740234	181.388229	-377.341827	1181.896362	122.551643	-317.823975	1213.037720	179.184006	-392.253876	1131.890747	121.596527	-330.459473	1164.268433			
529	0	-35.520924	-340.863159	1007.475525	20.590843	-344.807068	1010.635498	-55.107071	-313.355072	963.247864	-1.277890	-317.262634	966.097961				7.169618	-253.118988	865.502441	165.450272	-356.548126	1206.047363	181.509933	-377.008575	1182.237549	122.676598	-317.387817	1213.270996	179.278748	-392.126556	1132.219727	121.688202	-330.228821	1164.527588			
530	0	-35.519089	-340.860352	1007.475952	20.592617	-344.804504	1010.635498	-55.105354	-313.352661	963.248230	-1.276188	-317.260468	966.098206				7.170646	-253.117615	865.501770	165.574509	-356.276154	1206.337891	181.623138	-376.802246	1182.552368	122.797691	-317.099213	1213.508179	179.368744	-392.074585	1132.521484	121.778458	-330.099640	1164.782593			
531	0	-35.517242	-340.857513	1007.476440	20.594404	-344.801910	1010.635498	-55.103619	-313.350281	963.248718	-1.274473	-317.258270	966.098511				7.171677	-253.116226	865.501160	165.687408	-356.159882	1206.610962	181.725510	-376.730743	1182.839233	122.911308	-316.969391	1213.748901	179.453339	-392.100769	1132.794922	121.865715	-330.077789	1165.033569			
532	0	-35.515381	-340.854645	1007.476929	20.596212	-344.799286	1010.635498	-55.101871	-313.347870	963.249146	-1.272745	-317.256042	966.098816				7.172713	-253.114792	865.500488	165.786377	-356.206818	1206.865234	181.815231	-376.799530	1183.096924	123.014481	-317.006592	1213.993896	179.532043	-392.206970	1133.038696	121.948669	-330.167175	1165.279785			
533	0	-35.513496	-340.851746	1007.477539	20.598038	-344.796631	1010.635620	-55.100109	-313.345459	963.249634	-1.271003	-317.253784	966.099182				7.173754	-253.113388	865.499939	165.869431	-356.421021	1207.100098	181.890976	-377.011353	1183.323975	123.104874	-317.215576	1214.242676	179.604553	-392.393433	1133.251831	122.026321	-330.369537	1165.520508			
534	0	-35.511604	-340.848846	1007.478027	20.599878	-344.793945	1010.635742	-55.098335	-313.343018	963.250183	-1.269248	-317.251495	966.099609				7.174798	-253.111954	865.499390	165.935440	-356.803223	1207.314941	181.952133	-377.366150	1183.520020	123.181030	-317.597534	1214.494751	179.670837	-392.659241	1133.433838	122.098099	-330.684540	1165.755371			
535	0	-35.509697	-340.845917	1007.478577	20.601736	-344.791199	1010.635864	-55.096550	-313.340607	963.250671	-1.267481	-317.249207	966.099976				7.175847	-253.110535	865.498840	165.984192	-357.350342	1207.509033	181.998672	-377.860779	1183.684204	123.242363	-318.149872	1214.748779	179.731094	-393.002045	1133.584473	122.163750	-331.109680	1165.983643			
536	0	-35.507771	-340.842957	1007.479187	20.603617	-344.788483	1010.636108	-55.094757	-313.338135	963.251282	-1.265701	-317.246918	966.100464				7.176900	-253.109070	865.498230	166.016357	-358.055756	1207.681641	182.031311	-378.489105	1183.816650	123.289215	-318.865967	1215.003784	179.785736	-393.417999	1133.704468	122.223503	-331.640045	1166.204590			
537	0	-35.505836	-340.839996	1007.479797	20.605511	-344.785706	1010.636353	-55.092945	-313.335632	963.251892	-1.263907	-317.244568	966.100891				7.177957	-253.107605	865.497742	166.033432	-358.908966	1207.832397	182.051529	-379.242004	1183.917480	123.322830	-319.735321	1215.257935	179.835449	-393.902100	1133.793701	122.277992	-332.268646	1166.417236			
538	0	-35.503883	-340.837006	1007.480530	20.607422	-344.782959	1010.636475	-55.091125	-313.333130	963.252563	-1.262101	-317.242188	966.101318				7.179018	-253.106140	865.497314	166.037857	-359.896057	1207.960938	182.061325	-380.107544	1183.987305	123.345322	-320.743835	1215.509277	179.881104	-394.447968	1133.853760	122.328217	-332.986420	1166.620850			
539	0	-35.501915	-340.833954	1007.481201	20.609350	-344.780121	1010.636658	-55.089294	-313.330627	963.253174	-1.260283	-317.239777	966.101868				7.180083	-253.104660	865.496826	166.032837	-360.999847	1208.067139	182.063431	-381.071259	1184.026855	123.359581	-321.873840	1215.756104	179.923798	-395.048157	1133.885620	122.375549	-333.782349	1166.814941			
