Field	Time	TopLeft:X	TopLeft:Y	TopLeft:Z	TopRight:X	TopRight:Y	TopRight:Z	BottomLeft:X	BottomLeft:Y	BottomLeft:Z	BottomRight:X	BottomRight:Y	BottomRight:Z	Brow:X	Brow:Y	Brow:Z	Tip:X	Tip:Y	Tip:Z	StickTopLeft:X	StickTopLeft:Y	StickTopLeft:Z	StickTopRight:X	StickTopRight:Y	StickTopRight:Z	StickBottomLeft:X	StickBottomLeft:Y	StickBottomLeft:Z	StickBottomRight:X	StickBottomRight:Y	StickBottomRight:Z
11	0.1000	65.835571	-361.463104	1017.217712	9.664390	-366.843231	1014.943665	39.377113	-340.967499	971.375854	-14.486057	-346.118927	969.129944	36.375862	-283.410126	866.429321	268.191956	-356.329224	1312.680908	233.545044	-355.249878	1315.628906	311.754211	-359.156647	1274.590454	190.572784	-354.783112	1287.345215	269.943939	-360.252899	1246.737915
12	0.1100	65.834824	-361.471039	1017.218750	9.663859	-366.852081	1014.943665	39.376400	-340.974213	971.377136	-14.486523	-346.125824	969.131287	36.375141	-283.413910	866.432312	268.136871	-356.339661	1312.675049	233.489761	-355.266602	1315.626221	311.689545	-359.153870	1274.580444	190.514893	-354.803589	1287.343872	269.876007	-360.251953	1246.729980
13	0.1200	65.834007	-361.478943	1017.219849	9.663254	-366.860901	1014.943665	39.375626	-340.980896	971.378418	-14.487050	-346.132690	969.132568	36.374393	-283.417664	866.435181	268.082611	-356.348663	1312.670898	233.435211	-355.281036	1315.625000	311.627075	-359.151245	1274.572510	190.457611	-354.822266	1287.344727	269.810883	-360.251312	1246.724731
14	0.1300	65.833107	-361.486816	1017.220886	9.662571	-366.869690	1014.943726	39.374786	-340.987549	971.379700	-14.487639	-346.139526	969.133850	36.373619	-283.421417	866.438110	268.029236	-356.356445	1312.668457	233.381439	-355.293579	1315.625488	311.566864	-359.148804	1274.566528	190.401001	-354.839386	1287.347656	269.748627	-360.251068	1246.721924
15	0.1400	65.832138	-361.494659	1017.221985	9.661813	-366.878418	1014.943665	39.373890	-340.994202	971.380920	-14.488291	-346.146362	969.135071	36.372814	-283.425171	866.440979	267.976807	-356.363342	1312.667847	233.328522	-355.304535	1315.627686	311.509003	-359.146729	1274.562744	190.345169	-354.855286	1287.352783	269.689270	-360.251282	1246.721802
16	0.1500	65.831093	-361.502502	1017.223022	9.660977	-366.887146	1014.943665	39.372929	-341.000824	971.382141	-14.489005	-346.153168	969.136292	36.371979	-283.428894	866.443909	267.925446	-356.369568	1312.669189	233.276520	-355.314331	1315.631714	311.453583	-359.145081	1274.561035	190.290222	-354.870300	1287.360229	269.632874	-360.252045	1246.724121
17	0.1600	65.829971	-361.510315	1017.224060	9.660067	-366.895844	1014.943604	39.371906	-341.007416	971.383362	-14.489780	-346.159943	969.137451	36.371117	-283.432587	866.446716	267.875214	-356.375488	1312.672363	233.225525	-355.323364	1315.637573	311.400696	-359.143982	1274.561523	190.236282	-354.884705	1287.369873	269.579559	-360.253387	1246.729126
18	0.1700	65.828773	-361.518097	1017.225159	9.659080	-366.904510	1014.943604	39.370823	-341.014008	971.384583	-14.490619	-346.166718	969.138611	36.370228	-283.436279	866.449585	267.826294	-356.381378	1312.677734	233.175644	-355.332062	1315.645386	311.350464	-359.143616	1274.564453	190.183502	-354.898865	1287.381836	269.529388	-360.255432	1246.736694
19	0.1800	65.827499	-361.525848	1017.226196	9.658017	-366.913116	1014.943542	39.369678	-341.020538	971.385803	-14.491519	-346.173431	969.139771	36.369312	-283.439972	866.452393	267.778809	-356.387573	1312.685303	233.127029	-355.340820	1315.655273	311.302979	-359.144043	1274.569580	190.132065	-354.913116	1287.396118	269.482483	-360.258240	1246.746948
20	0.1900	65.826157	-361.533569	1017.227295	9.656878	-366.921722	1014.943420	39.368473	-341.027069	971.387024	-14.492482	-346.180145	969.140869	36.368366	-283.443634	866.455200	267.732910	-356.394348	1312.695068	233.079834	-355.350067	1315.667358	311.258423	-359.145447	1274.577271	190.082184	-354.927795	1287.412842	269.438934	-360.261932	1246.759888
21	0.2000	65.824730	-361.541290	1017.228333	9.655663	-366.930298	1014.943359	39.367203	-341.033600	971.388184	-14.493506	-346.186829	969.141968	36.367393	-283.447266	866.458008	267.688843	-356.402039	1312.707397	233.034271	-355.360168	1315.681641	311.216949	-359.147919	1274.587524	190.034088	-354.943176	1287.431885	269.398834	-360.266541	1246.775391
22	0.2100	65.823235	-361.548981	1017.229370	9.654370	-366.938843	1014.943237	39.365871	-341.040100	971.389404	-14.494594	-346.193481	969.143005	36.366390	-283.450928	866.460754	267.646881	-356.410919	1312.722168	232.990616	-355.371460	1315.698364	311.178711	-359.151642	1274.600220	189.988083	-354.959503	1287.453613	269.362366	-360.272186	1246.793701
23	0.2200	65.821663	-361.556641	1017.230469	9.653003	-366.947357	1014.943115	39.364479	-341.046570	971.390564	-14.495743	-346.200134	969.144043	36.365360	-283.454529	866.463562	267.607239	-356.421173	1312.739502	232.949142	-355.384277	1315.717529	311.143860	-359.156677	1274.615601	189.944458	-354.977020	1287.477783	269.329590	-360.278931	1246.814697
24	0.2300	65.820015	-361.564270	1017.231506	9.651560	-366.955811	1014.942993	39.363026	-341.053009	971.391724	-14.496954	-346.206726	969.145081	36.364300	-283.458160	866.466309	267.570313	-356.433044	1312.759521	232.910233	-355.398834	1315.739380	311.112671	-359.163147	1274.633667	189.903610	-354.995911	1287.504517	269.300690	-360.286865	1246.838257
25	0.2400	65.818291	-361.571869	1017.232544	9.650040	-366.964264	1014.942810	39.361511	-341.059418	971.392883	-14.498227	-346.213318	969.146057	36.363216	-283.461731	866.468994	267.536469	-356.446716	1312.782349	232.874268	-355.415344	1315.763672	311.085266	-359.171143	1274.654419	189.865936	-355.016296	1287.533936	269.275787	-360.296021	1246.864624
26	0.2500	65.816490	-361.579468	1017.233643	9.648443	-366.972687	1014.942688	39.359932	-341.065826	971.393982	-14.499562	-346.219879	969.146973	36.362099	-283.465332	866.471741	267.506042	-356.462280	1312.807861	232.841705	-355.433960	1315.790771	311.061920	-359.180786	1274.677979	189.831848	-355.038208	1287.565918	269.255005	-360.306488	1246.893555
27	0.2600	65.814621	-361.587036	1017.234680	9.646771	-366.981079	1014.942505	39.358292	-341.072205	971.395142	-14.500960	-346.226440	969.147888	36.360958	-283.468903	866.474426	267.479523	-356.479828	1312.836060	232.813004	-355.454742	1315.820435	311.042786	-359.192108	1274.704102	189.801804	-355.061737	1287.600464	269.238495	-360.318298	1246.925171
28	0.2700	65.812668	-361.594543	1017.235718	9.645023	-366.989441	1014.942322	39.356590	-341.078583	971.396240	-14.502420	-346.232941	969.148804	36.359787	-283.472443	866.477112	267.457275	-356.499451	1312.866943	232.788651	-355.477692	1315.852783	311.028107	-359.205170	1274.733032	189.776276	-355.086823	1287.637573	269.226379	-360.331512	1246.959229
29	0.2800	65.810646	-361.602081	1017.236755	9.643199	-366.997772	1014.942078	39.354828	-341.084900	971.397339	-14.503942	-346.239441	969.149719	36.358589	-283.475983	866.479797	267.439758	-356.521118	1312.900635	232.769150	-355.502808	1315.887695	311.018066	-359.220062	1274.764648	189.755722	-355.113434	1287.677368	269.218750	-360.346161	1246.995850
30	0.2900	65.808540	-361.609558	1017.237854	9.641299	-367.006042	1014.941895	39.353004	-341.091217	971.398438	-14.505527	-346.245911	969.150513	36.357361	-283.479523	866.482422	267.427368	-356.544830	1312.936890	232.754974	-355.529999	1315.925171	311.012817	-359.236786	1274.798828	189.740570	-355.141388	1287.719482	269.215729	-360.362244	1247.034912
31	0.3000	65.806366	-361.617004	1017.238892	9.639322	-367.014313	1014.941650	39.351116	-341.097504	971.399536	-14.507173	-346.252350	969.151367	36.356106	-283.483032	866.485046	267.420502	-356.570526	1312.975586	232.746597	-355.559143	1315.965088	311.012604	-359.255341	1274.835571	189.731247	-355.170654	1287.764160	269.217407	-360.379822	1247.076294
32	0.3100	65.804115	-361.624451	1017.239929	9.637270	-367.022552	1014.941406	39.349167	-341.103790	971.400635	-14.508882	-346.258759	969.152161	36.354820	-283.486511	866.487671	267.419525	-356.598145	1313.016724	232.744400	-355.590088	1316.007446	311.017487	-359.275787	1274.874756	189.728104	-355.200989	1287.811157	269.223785	-360.398865	1247.119995
33	0.3200	65.801788	-361.631866	1017.240967	9.635141	-367.030762	1014.941101	39.347160	-341.110046	971.401733	-14.510652	-346.265167	969.152893	36.353512	-283.490021	866.490234	267.424713	-356.627625	1313.060303	232.748718	-355.622681	1316.052124	311.027588	-359.298126	1274.916260	189.731430	-355.232269	1287.860352	269.234985	-360.419403	1247.165771
34	0.3300	65.799393	-361.639252	1017.242065	9.632936	-367.038940	1014.940857	39.345085	-341.116272	971.402771	-14.512485	-346.271515	969.153687	36.352169	-283.493469	866.492859	267.436249	-356.658844	1313.105957	232.759827	-355.656708	1316.098999	311.042969	-359.322327	1274.960205	189.741470	-355.264313	1287.911865	269.250946	-360.441437	1247.213623
35	0.3400	65.796913	-361.646606	1017.243103	9.630655	-367.047089	1014.940552	39.342953	-341.122467	971.403809	-14.514380	-346.277863	969.154358	36.350803	-283.496948	866.495422	267.454315	-356.691742	1313.153809	232.777893	-355.692017	1316.148071	311.063660	-359.348358	1275.006226	189.758362	-355.296997	1287.965332	269.271637	-360.464905	1247.263428
36	0.3500	65.794365	-361.653931	1017.244141	9.628299	-367.055176	1014.940247	39.340759	-341.128662	971.404846	-14.516336	-346.284210	969.155090	36.349407	-283.500366	866.497986	267.479004	-356.726227	1313.203735	232.802994	-355.728424	1316.199097	311.089600	-359.376282	1275.054443	189.782150	-355.330170	1288.020874	269.297058	-360.489838	1247.314941
37	0.3600	65.791733	-361.661255	1017.245178	9.625866	-367.063263	1014.939941	39.338501	-341.134827	971.405884	-14.518355	-346.290497	969.155701	36.347984	-283.503815	866.500488	267.510223	-356.762207	1313.255615	232.835098	-355.765808	1316.252075	311.120789	-359.405975	1275.104492	189.812805	-355.363739	1288.078369	269.327057	-360.516235	1247.368164
38	0.3700	65.789032	-361.668549	1017.246216	9.623357	-367.071320	1014.939575	39.336182	-341.140961	971.406921	-14.520437	-346.296753	969.156372	36.346531	-283.507233	866.502991	267.547913	-356.799683	1313.309204	232.874069	-355.804077	1316.306885	311.157043	-359.437500	1275.156494	189.850189	-355.397644	1288.137573	269.361542	-360.544006	1247.422852
39	0.3800	65.786255	-361.675812	1017.247314	9.620771	-367.079346	1014.939270	39.333801	-341.147064	971.407959	-14.522580	-346.303009	969.156982	36.345051	-283.510620	866.505493	267.591858	-356.838531	1313.364746	232.919678	-355.843170	1316.363525	311.198242	-359.470795	1275.210205	189.894073	-355.431854	1288.198486	269.400330	-360.573181	1247.478882
40	0.3900	65.783401	-361.683044	1017.248352	9.618111	-367.087341	1014.938904	39.331360	-341.153168	971.408936	-14.524786	-346.309235	969.157532	36.343540	-283.514008	866.507996	267.641754	-356.878815	1313.421875	232.971603	-355.883026	1316.421875	311.244141	-359.505829	1275.265381	189.944168	-355.466400	1288.261108	269.443207	-360.603699	1247.536133
41	0.4000	65.780472	-361.690247	1017.249390	9.615374	-367.095306	1014.938538	39.328857	-341.159241	971.409912	-14.527054	-346.315430	969.158142	36.342007	-283.517395	866.510498	267.697296	-356.920532	1313.480591	233.029419	-355.923706	1316.481934	311.294495	-359.542572	1275.322144	190.000046	-355.501312	1288.325195	269.489990	-360.635529	1247.594482
42	0.4100	65.777473	-361.697449	1017.250427	9.612560	-367.103241	1014.938110	39.326290	-341.165283	971.410950	-14.529384	-346.321625	969.158630	36.340439	-283.520752	866.512939	267.758057	-356.963654	1313.540894	233.092667	-355.965271	1316.543457	311.349030	-359.580994	1275.380127	190.061310	-355.536743	1288.390747	269.540405	-360.668640	1247.653687
43	0.4200	65.774391	-361.704590	1017.251465	9.609671	-367.111115	1014.937744	39.323666	-341.171326	971.411926	-14.531775	-346.327789	969.159180	36.338848	-283.524078	866.515381	267.823578	-357.008270	1313.602539	233.160797	-356.007782	1316.606567	311.407440	-359.621033	1275.439331	190.127411	-355.572815	1288.457642	269.594147	-360.702972	1247.713501
44	0.4300	65.771240	-361.711731	1017.252502	9.606706	-367.118988	1014.937317	39.320976	-341.177338	971.412842	-14.534229	-346.333893	969.159607	36.337227	-283.527405	866.517761	267.893311	-357.054413	1313.665649	233.233231	-356.051422	1316.671143	311.469299	-359.662659	1275.499390	190.197815	-355.609711	1288.525757	269.650909	-360.738495	1247.773804
45	0.4400	65.768013	-361.718842	1017.253540	9.603664	-367.126831	1014.936890	39.318226	-341.183319	971.413818	-14.536745	-346.339996	969.160095	36.335579	-283.530731	866.520203	267.966736	-357.102142	1313.729980	233.309372	-356.096313	1316.737061	311.534302	-359.705811	1275.560303	190.271942	-355.647552	1288.594971	269.710358	-360.775146	1247.834473
46	0.4500	65.764709	-361.725952	1017.254639	9.600547	-367.134644	1014.936401	39.315414	-341.189270	971.414795	-14.539324	-346.346100	969.160522	36.333900	-283.534027	866.522583	268.043304	-357.151550	1313.795410	233.388565	-356.142609	1316.804199	311.601990	-359.750458	1275.621826	190.349197	-355.686615	1288.665283	269.772186	-360.812866	1247.895142
47	0.4600	65.761330	-361.733002	1017.255676	9.597354	-367.142426	1014.935974	39.312538	-341.195221	971.415710	-14.541964	-346.352142	969.160889	36.332195	-283.537323	866.524963	268.122406	-357.202637	1313.861938	233.470230	-356.190491	1316.872437	311.671997	-359.796448	1275.683716	190.428970	-355.727051	1288.736328	269.836029	-360.851563	1247.955811
48	0.4700	65.757874	-361.740051	1017.256714	9.594085	-367.150177	1014.935486	39.309605	-341.201141	971.416626	-14.544665	-346.358185	969.161316	36.330463	-283.540588	866.527283	268.203491	-357.255432	1313.929199	233.553726	-356.240082	1316.941528	311.743866	-359.843750	1275.745850	190.510681	-355.769073	1288.807983	269.901459	-360.891144	1248.015991
49	0.4800	65.754349	-361.747040	1017.257751	9.590739	-367.157867	1014.934998	39.306606	-341.207031	971.417542	-14.547430	-346.364197	969.161621	36.328701	-283.543854	866.529663	268.286011	-357.309998	1313.996948	233.638458	-356.291504	1317.011475	311.817169	-359.892242	1275.807739	190.593735	-355.812775	1288.880249	269.968140	-360.931580	1248.075684
50	0.4900	65.750740	-361.754028	1017.258789	9.587318	-367.165558	1014.934509	39.303551	-341.212921	971.418457	-14.550257	-346.370178	969.161987	36.326912	-283.547089	866.531982	268.369415	-357.366272	1314.065186	233.723846	-356.344849	1317.081909	311.891479	-359.941833	1275.869385	190.677536	-355.858276	1288.952759	270.035706	-360.972687	1248.134644
51	0.5000	65.747063	-361.760986	1017.259827	9.583821	-367.173218	1014.934021	39.300430	-341.218750	971.419373	-14.553144	-346.376129	969.162231	36.325092	-283.550323	866.534302	268.453125	-357.424194	1314.133423	233.809357	-356.400146	1317.152710	311.966370	-359.992310	1275.930298	190.761551	-355.905701	1289.025269	270.103760	-361.014404	1248.192505
52	0.5100	65.743309	-361.767944	1017.260864	9.580248	-367.180847	1014.933472	39.297249	-341.224609	971.420227	-14.556095	-346.382050	969.162537	36.323250	-283.553558	866.536560	268.536652	-357.483673	1314.201538	233.894440	-356.457336	1317.223389	312.041412	-360.043579	1275.990479	190.845230	-355.954987	1289.097534	270.171906	-361.056580	1248.249023
53	0.5200	65.739479	-361.774841	1017.261902	9.576599	-367.188446	1014.932922	39.294003	-341.230408	971.421143	-14.559107	-346.387970	969.162781	36.321373	-283.556763	866.538879	268.619507	-357.544586	1314.269165	233.978607	-356.516418	1317.293823	312.116119	-360.095398	1276.049316	190.928085	-356.006134	1289.169312	270.239777	-361.099091	1248.304199
54	0.5300	65.735573	-361.781738	1017.262939	9.572874	-367.195984	1014.932373	39.290699	-341.236176	971.421997	-14.562181	-346.393860	969.162964	36.319473	-283.559937	866.541138	268.701202	-357.606720	1314.335938	234.061371	-356.577179	1317.363647	312.190155	-360.147644	1276.106689	191.009613	-356.059021	1289.240356	270.306976	-361.141754	1248.357544
55	0.5400	65.731598	-361.788605	1017.263977	9.569074	-367.203522	1014.931824	39.287334	-341.241943	971.422852	-14.565317	-346.399719	969.163147	36.317543	-283.563110	866.543335	268.781311	-357.669861	1314.401489	234.142258	-356.639465	1317.432373	312.263062	-360.200073	1276.162354	191.089355	-356.113495	1289.310181	270.373169	-361.184448	1248.408936
56	0.5500	65.727539	-361.795441	1017.265015	9.565197	-367.211029	1014.931213	39.283905	-341.247681	971.423706	-14.568516	-346.405548	969.163330	36.315586	-283.566284	866.545593	268.859344	-357.733673	1314.465576	234.220856	-356.702972	1317.499878	312.334473	-360.252441	1276.215942	191.166870	-356.169281	1289.378540	270.438019	-361.226959	1248.458130
57	0.5600	65.723412	-361.802246	1017.266052	9.561245	-367.218506	1014.930603	39.280415	-341.253418	971.424561	-14.571775	-346.411346	969.163452	36.313599	-283.569427	866.547791	268.934875	-357.797943	1314.527832	234.296722	-356.767395	1317.565674	312.403961	-360.304504	1276.267212	191.241745	-356.226166	1289.445068	270.501129	-361.269135	1248.505005
58	0.5700	65.719208	-361.809021	1017.267090	9.557217	-367.225922	1014.929993	39.276867	-341.259094	971.425415	-14.575098	-346.417145	969.163574	36.311584	-283.572571	866.549988	269.007599	-357.862244	1314.587891	234.369492	-356.832397	1317.629272	312.471222	-360.356049	1276.315796	191.313583	-356.283783	1289.509399	270.562256	-361.310791	1248.549316
59	0.5800	65.714928	-361.815765	1017.268127	9.553113	-367.233337	1014.929382	39.273254	-341.264771	971.426208	-14.578482	-346.422913	969.163696	36.309544	-283.575684	866.552185	269.077057	-357.926239	1314.645264	234.438797	-356.897583	1317.690430	312.535858	-360.406799	1276.361572	191.382034	-356.341827	1289.571167	270.621002	-361.351715	1248.590942
60	0.5900	65.710571	-361.822510	1017.269165	9.548933	-367.240723	1014.928711	39.269581	-341.270447	971.427002	-14.581927	-346.428650	969.163757	36.307472	-283.578796	866.554321	269.143005	-357.989594	1314.699829	234.504318	-356.962524	1317.748779	312.597595	-360.456512	1276.404419	191.446793	-356.399902	1289.630127	270.677155	-361.391754	1248.629639
61	0.6000	65.706146	-361.829224	1017.270203	9.544678	-367.248047	1014.928101	39.265846	-341.276062	971.427795	-14.585435	-346.434357	969.163757	36.305378	-283.581879	866.556458	269.205109	-358.051849	1314.750977	234.565781	-357.026825	1317.803833	312.656097	-360.504913	1276.443848	191.507568	-356.457581	1289.685791	270.730438	-361.430725	1248.665283
62	0.6100	65.701637	-361.835907	1017.271240	9.540347	-367.255371	1014.927429	39.262047	-341.281677	971.428589	-14.589005	-346.440033	969.163757	36.303249	-283.584961	866.558594	269.263123	-358.112701	1314.798706	234.622955	-357.089996	1317.855469	312.711151	-360.551758	1276.479858	191.564133	-356.514526	1289.737915	270.780609	-361.468414	1248.697876
63	0.6200	65.697060	-361.842560	1017.272278	9.535940	-367.262634	1014.926758	39.258190	-341.287262	971.429382	-14.592635	-346.445709	969.163757	36.301098	-283.588013	866.560730	269.316864	-358.171753	1314.842529	234.675674	-357.151703	1317.903198	312.762512	-360.596832	1276.512207	191.616333	-356.570343	1289.786011	270.827454	-361.504669	1248.727295
64	0.6300	65.692406	-361.849182	1017.273315	9.531458	-367.269897	1014.926025	39.254272	-341.292816	971.430176	-14.596329	-346.451324	969.163696	36.298916	-283.591064	866.562805	269.366211	-358.228668	1314.882202	234.723801	-357.211487	1317.946655	312.809998	-360.639893	1276.540894	191.664001	-356.624725	1289.830078	270.870819	-361.539337	1248.753540
65	0.6400	65.687683	-361.855804	1017.274353	9.526900	-367.277100	1014.925354	39.250290	-341.298340	971.430908	-14.600083	-346.456940	969.163635	36.296707	-283.594086	866.564880	269.411041	-358.283142	1314.917480	234.767288	-357.269012	1317.985596	312.853424	-360.680725	1276.565552	191.707062	-356.677277	1289.869507	270.910583	-361.572266	1248.776367
66	0.6500	65.682877	-361.862366	1017.275391	9.522266	-367.284302	1014.924622	39.246250	-341.303864	971.431702	-14.603900	-346.462524	969.163513	36.294468	-283.597107	866.566956	269.451263	-358.334930	1314.948120	234.806107	-357.324005	1318.019897	312.892670	-360.719177	1276.586426	191.745499	-356.727814	1289.904419	270.946594	-361.603333	1248.796143
67	0.6600	65.678001	-361.868927	1017.276428	9.517557	-367.291443	1014.923889	39.242146	-341.309357	971.432434	-14.607778	-346.468109	969.163391	36.292202	-283.600098	866.569031	269.486938	-358.383789	1314.973877	234.840286	-357.376160	1318.049194	312.927673	-360.755066	1276.603394	191.779327	-356.776031	1289.934326	270.978760	-361.632446	1248.812622
68	0.6700	65.673050	-361.875458	1017.277466	9.512773	-367.298584	1014.923096	39.237984	-341.314819	971.433167	-14.611717	-346.473633	969.163269	36.289909	-283.603088	866.571045	269.518066	-358.429565	1314.994751	234.869919	-357.425293	1318.073364	312.958344	-360.788269	1276.616455	191.808578	-356.821838	1289.959229	271.007080	-361.659485	1248.826050
69	0.6800	65.668022	-361.881958	1017.278442	9.507913	-367.305664	1014.922363	39.233757	-341.320282	971.433899	-14.615719	-346.479156	969.163086	36.287590	-283.606079	866.573059	269.544708	-358.472137	1315.010620	234.895081	-357.471283	1318.092285	312.984711	-360.818695	1276.625488	191.833359	-356.865051	1289.979004	271.031525	-361.684418	1248.836548
70	0.6900	65.662918	-361.888428	1017.279480	9.502977	-367.312714	1014.921570	39.229473	-341.325684	971.434631	-14.619781	-346.484619	969.162903	36.285240	-283.609039	866.575073	269.566956	-358.511475	1315.021362	234.915924	-357.514038	1318.105835	313.006714	-360.846283	1276.630859	191.853760	-356.905609	1289.993652	271.052094	-361.707153	1248.844116
71	0.7000	65.657745	-361.894867	1017.280518	9.497967	-367.319763	1014.920776	39.225124	-341.331085	971.435303	-14.623906	-346.490082	969.162659	36.282864	-283.611969	866.577026	269.584930	-358.547516	1315.027100	234.932602	-357.553558	1318.114014	313.024475	-360.870972	1276.632690	191.869919	-356.943542	1290.003052	271.068817	-361.727722	1248.848999
72	0.7100	65.652496	-361.901306	1017.281555	9.492880	-367.326752	1014.919983	39.220718	-341.336487	971.436035	-14.628092	-346.495514	969.162415	36.280460	-283.614899	866.578979	269.598755	-358.580322	1315.027832	234.945282	-357.589874	1318.116943	313.038025	-360.892822	1276.630981	191.882004	-356.978882	1290.007446	271.081787	-361.746094	1248.851440
73	0.7200	65.647171	-361.907684	1017.282593	9.487719	-367.333710	1014.919189	39.216248	-341.341827	971.436707	-14.632339	-346.500946	969.162109	36.278027	-283.617828	866.580933	269.608612	-358.609955	1315.023682	234.954132	-357.623077	1318.114746	313.047424	-360.911804	1276.626099	191.890167	-357.011688	1290.006714	271.091064	-361.762299	1248.851807
74	0.7300	65.641769	-361.914063	1017.283630	9.482482	-367.340637	1014.918335	39.211720	-341.347168	971.437378	-14.636649	-346.506317	969.161804	36.275566	-283.620728	866.582886	269.614594	-358.636566	1315.014893	234.959320	-357.653290	1318.107422	313.052826	-360.928009	1276.618408	191.894577	-357.042053	1290.001343	271.096832	-361.776367	1248.850220
75	0.7400	65.636299	-361.920410	1017.284607	9.477170	-367.347534	1014.917480	39.207127	-341.352448	971.438049	-14.641019	-346.511688	969.161499	36.273079	-283.623627	866.584778	269.616882	-358.660278	1315.001709	234.961029	-357.680725	1318.095459	313.054382	-360.941559	1276.608154	191.895401	-357.070129	1289.991333	271.099182	-361.788422	1248.846924
76	0.7500	65.630753	-361.926727	1017.285645	9.471784	-367.354401	1014.916626	39.202477	-341.357758	971.438721	-14.645451	-346.516998	969.161133	36.270561	-283.626495	866.586731	269.615662	-358.681335	1314.984619	234.959442	-357.705597	1318.079102	313.052277	-360.952576	1276.595703	191.892853	-357.096100	1289.977173	271.098328	-361.798523	1248.842529
