Field	Time	TopLeft:X	TopLeft:Y	TopLeft:Z	TopRight:X	TopRight:Y	TopRight:Z	BottomLeft:X	BottomLeft:Y	BottomLeft:Z	BottomRight:X	BottomRight:Y	BottomRight:Z	Brow:X	Brow:Y	Brow:Z	Tip:X	Tip:Y	Tip:Z	StickTopLeft:X	StickTopLeft:Y	StickTopLeft:Z	StickTopRight:X	StickTopRight:Y	StickTopRight:Z	StickBottomLeft:X	StickBottomLeft:Y	StickBottomLeft:Z	StickBottomRight:X	StickBottomRight:Y	StickBottomRight:Z
11	0.1000	12.995376	-388.203186	1002.375977	69.081444	-381.653168	1004.323181	-12.532215	-364.430756	958.658997	41.169758	-358.150513	960.503662	34.837330	-292.720337	861.141602	263.296173	-471.189148	1206.736572	233.684280	-489.592896	1202.294434	294.532410	-426.847809	1185.756714	192.390182	-492.431671	1172.268433	255.533051	-430.138275	1154.517700
12	0.1100	12.958408	-388.199890	1002.369202	69.044388	-381.651093	1004.322510	-12.558768	-364.428314	958.648071	41.143070	-358.148865	960.498840	34.823021	-292.718689	861.136414	263.493866	-470.583069	1206.546631	233.814713	-488.876312	1202.240967	294.847015	-426.466614	1185.323975	192.446976	-491.628906	1172.344116	255.809540	-429.732758	1154.156738
13	0.1200	12.921634	-388.196625	1002.362366	69.007523	-381.649048	1004.321899	-12.585195	-364.425903	958.637146	41.116508	-358.147247	960.494080	34.808781	-292.717102	861.131165	263.784485	-469.841309	1206.357178	234.032379	-488.019989	1202.213867	295.254059	-425.986847	1184.842285	192.567261	-490.719025	1172.459839	256.146790	-429.268982	1153.772949
14	0.1300	12.885050	-388.193420	1002.355591	68.970856	-381.647034	1004.321228	-12.611494	-364.423553	958.626282	41.090076	-358.145630	960.489319	34.794605	-292.715515	861.125977	264.160919	-468.974457	1206.168823	234.329636	-487.032867	1202.213135	295.748779	-425.420837	1184.312622	192.744888	-489.709351	1172.614136	256.540192	-428.753876	1153.367798
15	0.1400	12.848659	-388.190247	1002.348877	68.934380	-381.645081	1004.320618	-12.637666	-364.421204	958.615479	41.063770	-358.144073	960.484558	34.780499	-292.713928	861.120850	264.615295	-467.995544	1205.981445	234.698196	-485.926422	1202.237793	296.325348	-424.782501	1183.736328	192.973221	-488.609192	1172.805176	256.984436	-428.195251	1152.942871
16	0.1500	12.812459	-388.187103	1002.342163	68.898094	-381.643127	1004.319946	-12.663711	-364.418915	958.604675	41.037594	-358.142517	960.479797	34.766457	-292.712372	861.115662	265.139069	-466.919983	1205.794800	235.129227	-484.714722	1202.286255	296.976746	-424.087128	1183.115234	193.245148	-487.429749	1173.029785	257.473419	-427.601776	1152.500122
17	0.1600	12.776451	-388.184021	1002.335449	68.862000	-381.641205	1004.319275	-12.689629	-364.416626	958.593994	41.011547	-358.141022	960.475037	34.752480	-292.710846	861.110535	265.723053	-465.765472	1205.607544	235.613510	-483.414459	1202.355713	297.694763	-423.350952	1182.451904	193.553299	-486.184174	1173.284302	258.000275	-426.982880	1152.041748
18	0.1700	12.740635	-388.180939	1002.328735	68.826096	-381.639343	1004.318604	-12.715420	-364.414398	958.583252	40.985626	-358.139526	960.470337	34.738571	-292.709351	861.105469	266.357422	-464.551697	1205.418457	236.141525	-482.044739	1202.442261	298.470001	-422.591003	1181.749634	193.890045	-484.887451	1173.563843	258.557526	-426.348328	1151.570190
19	0.1800	12.705009	-388.177917	1002.322083	68.790390	-381.637512	1004.317871	-12.741083	-364.412170	958.572632	40.959831	-358.138062	960.465637	34.724731	-292.707855	861.100403	267.031799	-463.300018	1205.225830	236.703415	-480.626801	1202.541504	299.291779	-421.824371	1181.012939	194.247635	-483.556183	1173.862671	259.136993	-425.708344	1151.088623
20	0.1900	12.669577	-388.174927	1002.315430	68.754868	-381.635681	1004.317200	-12.766620	-364.410004	958.562012	40.934166	-358.136658	960.460938	34.710957	-292.706390	861.095337	267.735260	-462.032898	1205.027588	237.289063	-479.183472	1202.648071	300.148285	-421.067963	1180.247070	194.618195	-482.208221	1174.174805	259.729980	-425.073029	1150.600098
21	0.2000	12.634336	-388.171997	1002.308838	68.719543	-381.633911	1004.316467	-12.792029	-364.407837	958.551453	40.908630	-358.135254	960.456238	34.697247	-292.704926	861.090271	268.456207	-460.773285	1204.822266	237.888046	-477.738708	1202.756470	301.026489	-420.337830	1179.458862	194.993790	-480.862335	1174.493042	260.327271	-424.452240	1150.108276
22	0.2100	12.599286	-388.169067	1002.302246	68.684410	-381.632172	1004.315735	-12.817311	-364.405731	958.540955	40.883221	-358.133881	960.451599	34.683609	-292.703491	861.085266	269.182495	-459.543854	1204.608276	238.489578	-476.316772	1202.861084	301.912323	-419.648590	1178.655884	195.366501	-479.537628	1174.810547	260.919373	-423.855347	1149.617310
23	0.2200	12.564429	-388.166199	1002.295654	68.649467	-381.630463	1004.315002	-12.842467	-364.403625	958.530457	40.857941	-358.132507	960.446960	34.670033	-292.702087	861.080261	269.901337	-458.366272	1204.385132	239.082626	-474.941528	1202.956421	302.790680	-419.012939	1177.847412	195.728470	-478.253113	1175.119995	261.496552	-423.290833	1149.131470
24	0.2300	12.529763	-388.163391	1002.289063	68.614716	-381.628784	1004.314270	-12.867496	-364.401581	958.520020	40.832787	-358.131195	960.442322	34.656525	-292.700684	861.075256	270.599579	-457.260468	1204.152954	239.655853	-473.635742	1203.037720	303.645813	-418.441132	1177.043579	196.071945	-477.027100	1175.414429	262.049042	-422.766083	1148.655518
25	0.2400	12.495289	-388.160583	1002.282532	68.580154	-381.627136	1004.313538	-12.892397	-364.399536	958.509644	40.807762	-358.129913	960.437683	34.643085	-292.699310	861.070313	271.263550	-456.243988	1203.912964	240.197769	-472.420105	1203.100952	304.461426	-417.940765	1176.255981	196.389328	-475.876617	1175.687500	262.567139	-422.287201	1148.194336
26	0.2500	12.461006	-388.157837	1002.276001	68.545784	-381.625519	1004.312805	-12.917171	-364.397552	958.499329	40.782867	-358.128632	960.433044	34.629711	-292.697968	861.065369	271.879608	-455.331268	1203.667725	240.696838	-471.312775	1203.143188	305.221252	-417.516418	1175.496826	196.673370	-474.817047	1175.933228	263.041534	-421.858826	1147.752930
27	0.2600	12.426915	-388.155121	1002.269531	68.511612	-381.623932	1004.312012	-12.941818	-364.395569	958.489014	40.758099	-358.127411	960.428467	34.616402	-292.696655	861.060486	272.434113	-454.533447	1203.420898	241.141663	-470.328674	1203.162964	305.909302	-417.169769	1174.778564	196.917160	-473.861389	1176.146973	263.463531	-421.484100	1147.336548
28	0.2700	12.393016	-388.152435	1002.263000	68.477623	-381.622375	1004.311218	-12.966338	-364.393646	958.478760	40.733459	-358.126190	960.423889	34.603161	-292.695343	861.055542	272.913971	-453.857819	1203.177124	241.521255	-469.478973	1203.160156	306.510468	-416.899719	1174.114380	197.114334	-473.020050	1176.324707	263.825165	-421.164551	1146.949951
29	0.2800	12.359309	-388.149780	1002.256592	68.443832	-381.620850	1004.310425	-12.990731	-364.391724	958.468506	40.708946	-358.125031	960.419312	34.589989	-292.694031	861.050720	273.306915	-453.307953	1202.942139	241.825363	-468.770935	1203.135742	307.010956	-416.702576	1173.516357	197.259216	-472.300476	1176.463989	264.119598	-420.900146	1146.598022
30	0.2900	12.325793	-388.147186	1002.250122	68.410233	-381.619385	1004.309631	-13.014997	-364.389862	958.458374	40.684559	-358.123871	960.414795	34.576881	-292.692780	861.045837	273.602112	-452.883636	1202.722168	242.044815	-468.207672	1203.092163	307.398956	-416.572479	1172.996094	197.346970	-471.707001	1176.563477	264.341156	-420.689392	1146.284912
31	0.3000	12.292469	-388.144623	1002.243713	68.376823	-381.617920	1004.308838	-13.039136	-364.388031	958.448242	40.660305	-358.122742	960.410217	34.563839	-292.691528	861.041016	273.790375	-452.581146	1202.523804	242.171921	-467.788300	1203.032959	307.665039	-416.501923	1172.563599	197.373856	-471.240662	1176.623047	264.485718	-420.529541	1146.014160
32	0.3100	12.259337	-388.142090	1002.237305	68.343605	-381.616486	1004.308044	-13.063148	-364.386200	958.438110	40.636177	-358.121643	960.405701	34.550865	-292.690277	861.036194	273.865021	-452.393707	1202.353271	242.200928	-467.508026	1202.962280	307.802673	-416.482178	1172.226807	197.337311	-470.899414	1176.643677	264.550842	-420.416565	1145.788208
33	0.3200	12.226397	-388.139618	1002.230896	68.310585	-381.615112	1004.307190	-13.087032	-364.384430	958.428101	40.612175	-358.120575	960.401184	34.537960	-292.689087	861.031433	273.822021	-452.311768	1202.216187	242.128342	-467.358734	1202.884521	307.808685	-416.503906	1171.990845	197.236267	-470.678131	1176.627197	264.535889	-420.345642	1145.608765
34	0.3300	12.193647	-388.137177	1002.224548	68.277748	-381.613770	1004.306335	-13.110790	-364.382690	958.418091	40.588303	-358.119537	960.396667	34.525120	-292.687897	861.026672	273.660583	-452.323761	1202.116943	241.953369	-467.329193	1202.804565	307.683502	-416.557709	1171.858154	197.071198	-470.569000	1176.576660	264.442108	-420.311157	1145.476196
35	0.3400	12.161090	-388.134766	1002.218201	68.245110	-381.612427	1004.305481	-13.134420	-364.380951	958.408142	40.564556	-358.118500	960.392212	34.512348	-292.686707	861.021912	273.383423	-452.416565	1202.058350	241.678146	-467.405823	1202.726196	307.431396	-416.634369	1171.827393	196.844345	-470.561737	1176.495361	264.272736	-420.306946	1145.389526
36	0.3500	12.128725	-388.132385	1002.211914	68.212654	-381.611145	1004.304626	-13.157924	-364.379272	958.398193	40.540939	-358.117523	960.387695	34.499641	-292.685547	861.017151	272.996857	-452.576019	1202.041382	241.307953	-467.573151	1202.653198	307.060486	-416.725281	1171.894043	196.559662	-470.644104	1176.387207	264.032837	-420.326538	1145.346558
37	0.3600	12.096551	-388.130035	1002.205627	68.180397	-381.609894	1004.303772	-13.181301	-364.377625	958.388306	40.517452	-358.116547	960.383240	34.487000	-292.684418	861.012451	272.510834	-452.787506	1202.064819	240.851212	-467.814423	1202.587769	306.582458	-416.822601	1172.049805	196.222916	-470.802277	1176.256226	263.729401	-420.363312	1145.343750
38	0.3700	12.064569	-388.127747	1002.199341	68.148331	-381.608673	1004.302917	-13.204551	-364.375977	958.378479	40.494091	-358.115631	960.378784	34.474426	-292.683319	861.007813	271.938721	-453.036285	1202.125366	240.319458	-468.112244	1202.531250	306.012299	-416.919098	1172.283691	195.841614	-471.021454	1176.106445	263.370911	-420.410614	1145.376221
39	0.3800	12.032778	-388.125488	1002.193054	68.116455	-381.607483	1004.302002	-13.227673	-364.374390	958.368713	40.470860	-358.114716	960.374390	34.461918	-292.682220	861.003113	271.296967	-453.307800	1202.217407	239.726974	-468.448975	1202.483398	305.367798	-417.008362	1172.581299	195.424759	-471.286163	1175.941895	262.967316	-420.461792	1145.437988
40	0.3900	12.001180	-388.123260	1002.186829	68.084770	-381.606323	1004.301147	-13.250669	-364.372833	958.358948	40.447754	-358.113831	960.369934	34.449478	-292.681152	860.998474	270.604584	-453.588043	1202.333862	239.090454	-468.807281	1202.443115	304.668884	-417.084473	1172.926758	194.982697	-471.580780	1175.765869	262.529602	-420.510437	1145.522583
41	0.4000	11.969772	-388.121094	1002.180603	68.053284	-381.605194	1004.300232	-13.273538	-364.371307	958.349243	40.424778	-358.113007	960.365540	34.437107	-292.680115	860.993835	269.882416	-453.863678	1202.466187	238.428375	-469.170380	1202.407959	303.937012	-417.142029	1173.302368	194.526779	-471.889923	1175.582031	262.069580	-420.550354	1145.622437
42	0.4100	11.938557	-388.118958	1002.174438	68.021980	-381.604095	1004.299316	-13.296279	-364.369781	958.339539	40.401928	-358.112183	960.361145	34.424801	-292.679077	860.989258	269.152405	-454.122162	1202.604614	237.760330	-469.522339	1202.374756	303.194244	-417.176056	1173.689575	194.068924	-472.198700	1175.393066	261.599396	-420.575684	1145.730103
43	0.4200	11.907532	-388.116852	1002.168213	67.990875	-381.603027	1004.298401	-13.318893	-364.368317	958.329956	40.379208	-358.111389	960.356750	34.412560	-292.678070	860.984680	268.436737	-454.351868	1202.739502	237.106216	-469.848358	1202.340088	302.462646	-417.181946	1174.070313	193.621231	-472.492920	1175.201904	261.131195	-420.580963	1145.837891
44	0.4300	11.876699	-388.114777	1002.162109	67.959961	-381.601990	1004.297424	-13.341381	-364.366882	958.320374	40.356613	-358.110596	960.352417	34.400387	-292.677063	860.980103	267.756958	-454.542175	1202.860962	236.485428	-470.134796	1202.300049	301.763397	-417.155457	1174.426636	193.195557	-472.759491	1175.010864	260.676819	-420.561249	1145.938110
45	0.4400	11.846059	-388.112732	1002.155945	67.929230	-381.601013	1004.296509	-13.363743	-364.365479	958.310852	40.334148	-358.109863	960.348083	34.388279	-292.676086	860.975586	267.133148	-454.683472	1202.960083	235.916138	-470.369354	1202.251221	301.116089	-417.092621	1174.742554	192.802979	-472.986420	1174.822388	260.247375	-420.512115	1146.024170
46	0.4500	11.815609	-388.110748	1002.149841	67.898697	-381.600037	1004.295532	-13.385977	-364.364075	958.301331	40.311810	-358.109161	960.343750	34.376240	-292.675140	860.971069	266.582977	-454.767120	1203.028809	235.414459	-470.541168	1202.190552	300.537903	-416.989777	1175.003906	192.453445	-473.163025	1174.638794	259.852844	-420.429749	1146.089844
47	0.4600	11.785351	-388.108795	1002.143738	67.868355	-381.599091	1004.294556	-13.408084	-364.362732	958.291870	40.289600	-358.108459	960.339417	34.364265	-292.674194	860.966553	266.121277	-454.785675	1203.061157	234.993942	-470.640869	1202.115723	300.043274	-416.843597	1175.199097	192.155396	-473.280090	1174.462036	259.501953	-420.311005	1146.129883
48	0.4700	11.755284	-388.106873	1002.137695	67.838211	-381.598206	1004.293579	-13.430063	-364.361420	958.282471	40.267517	-358.107819	960.335083	34.352360	-292.673279	860.962097	265.759277	-454.732727	1203.052490	234.665039	-470.660614	1202.025513	299.643158	-416.651031	1175.319580	191.915482	-473.329987	1174.294434	259.201752	-420.153442	1146.140381
49	0.4800	11.725410	-388.105011	1002.131592	67.808250	-381.597351	1004.292603	-13.451917	-364.360138	958.273071	40.245564	-358.107178	960.330811	34.340519	-292.672394	860.957642	265.504364	-454.603119	1203.000854	234.434723	-470.594208	1201.919800	299.344940	-416.409515	1175.359985	191.738373	-473.306732	1174.137939	258.957550	-419.955322	1146.118530
50	0.4900	11.695725	-388.103180	1002.125549	67.778481	-381.596497	1004.291626	-13.473643	-364.358887	958.263794	40.223736	-358.106598	960.326477	34.328747	-292.671539	860.953186	265.359924	-454.392975	1202.906250	234.306381	-470.437225	1201.799683	299.152130	-416.117004	1175.318237	191.626556	-473.206055	1173.994995	258.772858	-419.715790	1146.062988
51	0.5000	11.666234	-388.101379	1002.119568	67.748909	-381.595703	1004.290649	-13.495243	-364.357666	958.254517	40.202038	-358.106018	960.322266	34.317039	-292.670685	860.948792	265.325165	-454.100006	1202.770630	234.279709	-470.187073	1201.667236	299.064606	-415.772217	1175.195679	191.580399	-473.025574	1173.867676	258.649170	-419.434814	1145.973633
52	0.5100	11.636932	-388.099609	1002.113586	67.719521	-381.594940	1004.289612	-13.516716	-364.356476	958.245239	40.180466	-358.105469	960.317993	34.305401	-292.669830	860.944397	265.395508	-453.723480	1202.598267	234.350891	-469.843109	1201.525757	299.078552	-415.374908	1174.996460	191.598099	-472.764648	1173.757813	258.586243	-419.113312	1145.851440
53	0.5200	11.607823	-388.097900	1002.107605	67.690331	-381.594177	1004.288574	-13.538062	-364.355286	958.236023	40.159023	-358.104950	960.313721	34.293827	-292.669037	860.940002	265.562897	-453.264587	1202.395142	234.512894	-469.406769	1201.379395	299.187103	-414.926086	1174.727905	191.675934	-472.424591	1173.667725	258.582062	-418.753174	1145.699097
54	0.5300	11.578905	-388.096191	1002.101624	67.661324	-381.593475	1004.287537	-13.559282	-364.354156	958.226868	40.137711	-358.104462	960.309509	34.282318	-292.668243	860.935669	265.816193	-452.726593	1202.168457	234.755859	-468.881622	1201.232910	299.380585	-414.428284	1174.398926	191.808334	-472.008423	1173.598877	258.633026	-418.357300	1145.519653
55	0.5400	11.550178	-388.094543	1002.095703	67.632515	-381.592804	1004.286499	-13.580375	-364.353058	958.217773	40.116520	-358.103973	960.305298	34.270878	-292.667450	860.931335	266.141998	-452.114868	1201.926514	235.067688	-468.273529	1201.091553	299.647308	-413.885742	1174.020874	191.988342	-471.521118	1173.552856	258.734253	-417.929565	1145.317383
56	0.5500	11.521642	-388.092957	1002.089783	67.603897	-381.592163	1004.285461	-13.601341	-364.351990	958.208740	40.095459	-358.103546	960.301086	34.259506	-292.666718	860.927063	266.525269	-451.437073	1201.677856	235.434662	-467.590515	1200.960449	299.974091	-413.304535	1173.605591	192.207779	-470.969238	1173.530884	258.879761	-417.474823	1145.096924
57	0.5600	11.493298	-388.091370	1002.083923	67.575470	-381.591553	1004.284424	-13.622180	-364.350952	958.199707	40.074528	-358.103149	960.296875	34.248196	-292.665985	860.922729	266.950104	-450.703064	1201.431030	235.842117	-466.842743	1200.844238	300.346985	-412.692474	1173.165771	192.457794	-470.361023	1173.533325	259.062775	-416.998901	1144.863525
58	0.5700	11.465143	-388.089844	1002.078003	67.547234	-381.591003	1004.283325	-13.642894	-364.349945	958.190674	40.053722	-358.102753	960.292725	34.236958	-292.665253	860.918518	267.400513	-449.924713	1201.194092	236.275162	-466.042480	1200.747437	300.751801	-412.059021	1172.713867	192.729111	-469.706207	1173.560303	259.276001	-416.508362	1144.622437
59	0.5800	11.437181	-388.088348	1002.072205	67.519188	-381.590454	1004.282227	-13.663480	-364.348969	958.181763	40.033043	-358.102417	960.288574	34.225780	-292.664551	860.914246	267.861176	-449.115814	1200.974121	236.719269	-465.203705	1200.673096	301.174896	-411.415039	1172.261597	193.012527	-469.015686	1173.611206	259.511963	-416.010315	1144.378906
60	0.5900	11.409410	-388.086884	1002.066345	67.491333	-381.589935	1004.281128	-13.683940	-364.348022	958.172852	40.012493	-358.102081	960.284424	34.214672	-292.663879	860.910034	268.317902	-448.291534	1200.776611	237.160980	-464.341949	1200.623291	301.603394	-410.772369	1171.819946	193.299164	-468.301453	1173.684448	259.763092	-415.512451	1144.137695
61	0.6000	11.381828	-388.085480	1002.060547	67.463669	-381.589447	1004.280029	-13.704273	-364.347107	958.164001	39.992073	-358.101776	960.280273	34.203632	-292.663239	860.905823	268.758331	-447.468048	1200.605713	237.588211	-463.473694	1200.598877	302.025848	-410.143463	1171.397949	193.580856	-467.576111	1173.778076	260.022125	-415.022461	1143.903564
62	0.6100	11.354438	-388.084106	1002.054749	67.436195	-381.589020	1004.278931	-13.724481	-364.346222	958.155151	39.971775	-358.101501	960.276123	34.192657	-292.662598	860.901611	269.172119	-446.661987	1200.463867	237.990723	-462.616028	1200.599243	302.432281	-409.540833	1171.003418	193.850266	-466.852692	1173.889282	260.282196	-414.548187	1143.680420
63	0.6200	11.327239	-388.082764	1002.048950	67.408913	-381.588593	1004.277832	-13.744561	-364.345367	958.146423	39.951607	-358.101257	960.272034	34.181747	-292.661987	860.897461	269.551025	-445.889862	1200.351563	238.360229	-461.785980	1200.622437	302.814514	-408.976593	1170.642334	194.101151	-466.144165	1174.014404	260.536957	-414.096985	1143.471680
64	0.6300	11.300230	-388.081451	1002.043213	67.381821	-381.588226	1004.276672	-13.764515	-364.344543	958.137695	39.931564	-358.101044	960.267944	34.170906	-292.661407	860.893311	269.889130	-445.167358	1200.268188	238.690445	-460.999969	1200.665771	303.165985	-408.461914	1170.318726	194.328293	-465.463013	1174.149780	260.780701	-413.675812	1143.280029
65	0.6400	11.273413	-388.080170	1002.037476	67.354927	-381.587891	1004.275574	-13.784344	-364.343750	958.128967	39.911652	-358.100861	960.263855	34.160130	-292.660828	860.889221	270.182373	-444.508789	1200.211548	238.976944	-460.273193	1200.725098	303.481842	-408.006592	1170.035400	194.527573	-464.820984	1174.291138	261.008362	-413.290771	1143.107666
66	0.6500	11.246785	-388.078949	1002.031799	67.328217	-381.587555	1004.274414	-13.804046	-364.342987	958.120361	39.891865	-358.100708	960.259766	34.149418	-292.660248	860.885132	270.428589	-443.926575	1200.178589	239.216949	-459.619110	1200.796265	303.758606	-407.618561	1169.793579	194.695847	-464.228546	1174.433960	261.215546	-412.946991	1142.956177
67	0.6600	11.220347	-388.077759	1002.026062	67.301697	-381.587280	1004.273254	-13.823621	-364.342255	958.111755	39.872204	-358.100555	960.255737	34.138775	-292.659729	860.881042	270.626892	-443.430573	1200.165771	239.409042	-459.048889	1200.874512	303.993958	-407.303650	1169.593384	194.830826	-463.694672	1174.574219	261.398468	-412.648438	1142.826538
68	0.6700	11.194101	-388.076630	1002.020386	67.275368	-381.587036	1004.272095	-13.843071	-364.341553	958.103149	39.852673	-358.100464	960.251709	34.128197	-292.659210	860.876953	270.777374	-443.027893	1200.169312	239.552750	-458.570953	1200.955444	304.186493	-407.065277	1169.434448	194.930893	-463.226440	1174.707642	261.553925	-412.397888	1142.719360
69	0.6800	11.168044	-388.075500	1002.014771	67.249229	-381.586823	1004.270874	-13.862394	-364.340881	958.094666	39.833267	-358.100372	960.247681	34.117683	-292.658722	860.872925	270.880646	-442.722534	1200.185547	239.648193	-458.190796	1201.034912	304.335327	-406.904419	1169.315430	194.994995	-462.828888	1174.830933	261.679230	-412.196686	1142.634888
70	0.6900	11.142178	-388.074432	1002.009094	67.223274	-381.586639	1004.269714	-13.881593	-364.340240	958.086182	39.813988	-358.100342	960.243652	34.107239	-292.658234	860.868896	270.937561	-442.515259	1200.211426	239.695816	-457.910614	1201.109497	304.439972	-406.819550	1169.234863	195.022385	-462.504852	1174.940918	261.772186	-412.044861	1142.572998
71	0.7000	11.116501	-388.073395	1002.003540	67.197517	-381.586487	1004.268494	-13.900664	-364.339630	958.077759	39.794834	-358.100311	960.239624	34.096859	-292.657776	860.864929	270.948822	-442.403625	1200.244507	239.696030	-457.729523	1201.177002	304.500061	-406.806854	1169.191406	195.012512	-462.254944	1175.035278	261.830872	-411.941132	1142.533447
72	0.7100	11.091014	-388.072418	1001.997925	67.171951	-381.586365	1004.267273	-13.919611	-364.339050	958.069336	39.775810	-358.100311	960.235657	34.086544	-292.657349	860.860962	270.914825	-442.382233	1200.283203	239.649063	-457.643402	1201.235718	304.515228	-406.860382	1169.183350	194.964996	-462.077454	1175.112793	261.853882	-411.882996	1142.515625
73	0.7200	11.065718	-388.071442	1001.992371	67.146568	-381.586273	1004.266052	-13.938432	-364.338501	958.060974	39.756912	-358.100342	960.231689	34.076298	-292.656921	860.856995	270.835663	-442.442810	1200.326660	239.554962	-457.645264	1201.285278	304.485016	-406.972351	1169.209229	194.879471	-461.968689	1175.172729	261.840057	-411.866852	1142.519043
74	0.7300	11.040609	-388.070526	1001.986816	67.121384	-381.586212	1004.264832	-13.957127	-364.338013	958.052673	39.738140	-358.100403	960.227722	34.066116	-292.656525	860.853027	270.711029	-442.574860	1200.375000	239.413498	-457.725525	1201.326538	304.409088	-407.133484	1169.267578	194.755676	-461.923004	1175.215210	261.788666	-411.888123	1142.542847
75	0.7400	11.015692	-388.069641	1001.981262	67.096382	-381.586182	1004.263611	-13.975696	-364.337524	958.044434	39.719494	-358.100494	960.223755	34.056000	-292.656158	860.849121	270.540436	-442.765900	1200.428955	239.224380	-457.872528	1201.360718	304.286987	-407.333405	1169.356934	194.593445	-461.933167	1175.241089	261.699310	-411.941559	1142.585938
76	0.7500	10.990963	-388.068817	1001.975769	67.071571	-381.586212	1004.262390	-13.994140	-364.337067	958.036194	39.700974	-358.100586	960.219849	34.045952	-292.655792	860.845276	270.323364	-443.002167	1200.489990	238.987381	-458.072998	1201.390015	304.118652	-407.561096	1169.475708	194.392822	-461.990662	1175.251953	261.572052	-412.021301	1142.647339
