Field	Time	TopLeft:X	TopLeft:Y	TopLeft:Z	TopRight:X	TopRight:Y	TopRight:Z	BottomLeft:X	BottomLeft:Y	BottomLeft:Z	BottomRight:X	BottomRight:Y	BottomRight:Z	Brow:X	Brow:Y	Brow:Z	Tip:X	Tip:Y	Tip:Z	StickTopLeft:X	StickTopLeft:Y	StickTopLeft:Z	StickTopRight:X	StickTopRight:Y	StickTopRight:Z	StickBottomLeft:X	StickBottomLeft:Y	StickBottomLeft:Z	StickBottomRight:X	StickBottomRight:Y	StickBottomRight:Z
13	0.1200	2.585620	-391.207733	999.581421	58.577156	-384.827576	1003.785278	-21.080116	-366.900269	955.345215	32.552250	-360.915955	959.411682	30.016392	-294.099884	860.272522	265.370453	-445.167389	1192.047607	267.064209	-470.387054	1167.535156	242.830460	-392.844543	1204.727173	248.116669	-483.158691	1121.043701	225.569336	-403.798157	1158.768799
14	0.1300	2.589262	-391.207214	999.583008	58.580898	-384.829224	1003.784729	-21.075886	-366.899414	955.345825	32.555847	-360.915253	959.412231	30.018812	-294.099457	860.272156	265.329437	-445.267578	1192.060303	267.014954	-470.484528	1167.547729	242.801254	-392.955353	1204.733398	248.066589	-483.217560	1121.037598	225.551941	-403.864319	1158.797363
15	0.1400	2.592923	-391.206696	999.584595	58.584660	-384.830811	1003.784180	-21.071648	-366.898560	955.346436	32.559456	-360.914520	959.412781	30.021235	-294.098999	860.271790	265.289032	-445.364136	1192.073608	266.966492	-470.578644	1167.561157	242.772247	-393.061707	1204.740234	248.017365	-483.274200	1121.032593	225.535065	-403.928192	1158.825195
16	0.1500	2.596605	-391.206146	999.586182	58.588436	-384.832367	1003.783630	-21.067402	-366.897675	955.347046	32.563080	-360.913757	959.413269	30.023659	-294.098541	860.271423	265.249268	-445.457062	1192.087646	266.918884	-470.669403	1167.575317	242.743454	-393.163574	1204.747925	247.968994	-483.328674	1121.028931	225.518707	-403.989838	1158.852539
17	0.1600	2.600307	-391.205566	999.587769	58.592236	-384.833862	1003.783081	-21.063148	-366.896820	955.347656	32.566719	-360.912994	959.413818	30.026087	-294.098053	860.271057	265.210114	-445.546326	1192.102417	266.872101	-470.756775	1167.590332	242.714890	-393.260986	1204.756470	247.921509	-483.380920	1121.026489	225.502853	-404.049225	1158.879150
18	0.1700	2.604028	-391.204956	999.589355	58.596054	-384.835297	1003.782532	-21.058889	-366.895935	955.348267	32.570370	-360.912201	959.414307	30.028517	-294.097595	860.270691	265.171631	-445.631958	1192.117798	266.826202	-470.840790	1167.606079	242.686554	-393.353943	1204.765625	247.874939	-483.431000	1121.025146	225.487518	-404.106384	1158.905151
19	0.1800	2.607770	-391.204315	999.590881	58.599892	-384.836700	1003.781921	-21.054623	-366.895020	955.348877	32.574032	-360.911407	959.414795	30.030949	-294.097076	860.270264	265.133789	-445.713959	1192.133667	266.781158	-470.921448	1167.622559	242.658463	-393.442413	1204.775513	247.829285	-483.478851	1121.025024	225.472687	-404.161346	1158.930542
20	0.1900	2.611532	-391.203674	999.592407	58.603748	-384.838074	1003.781372	-21.050350	-366.894104	955.349426	32.577713	-360.910583	959.415283	30.033382	-294.096588	860.269836	265.096619	-445.792328	1192.150269	266.737000	-470.998718	1167.639648	242.630630	-393.526459	1204.786011	247.784607	-483.524506	1121.026123	225.458359	-404.214111	1158.955200
21	0.2000	2.615314	-391.202972	999.593933	58.607628	-384.839355	1003.780762	-21.046068	-366.893188	955.350037	32.581402	-360.909760	959.415710	30.035820	-294.096100	860.269409	265.060150	-445.867096	1192.167358	266.693787	-471.072632	1167.657471	242.603088	-393.606049	1204.797241	247.740921	-483.567963	1121.028198	225.444519	-404.264679	1158.979126
22	0.2100	2.619116	-391.202271	999.595459	58.611523	-384.840637	1003.780151	-21.041780	-366.892242	955.350586	32.585110	-360.908905	959.416138	30.038260	-294.095581	860.268982	265.024445	-445.938232	1192.184937	266.651520	-471.143188	1167.675903	242.575851	-393.681244	1204.809082	247.698257	-483.609222	1121.031250	225.431183	-404.313110	1159.002319
23	0.2200	2.622938	-391.201538	999.596924	58.615437	-384.841858	1003.779541	-21.037485	-366.891296	955.351196	32.588829	-360.908020	959.416565	30.040703	-294.095062	860.268494	264.989471	-446.005829	1192.202881	266.610229	-471.210419	1167.694824	242.548965	-393.752045	1204.821411	247.656677	-483.648315	1121.035278	225.418335	-404.359436	1159.024658
24	0.2300	2.626780	-391.200745	999.598450	58.619373	-384.843018	1003.778931	-21.033182	-366.890320	955.351746	32.592560	-360.907135	959.416992	30.043146	-294.094513	860.268005	264.955292	-446.069885	1192.221313	266.569977	-471.274323	1167.714111	242.522461	-393.818481	1204.834351	247.616226	-483.685272	1121.040283	225.405975	-404.403687	1159.046143
25	0.2400	2.630642	-391.199951	999.599915	58.623325	-384.844116	1003.778259	-21.028873	-366.889343	955.352295	32.596306	-360.906219	959.417358	30.045593	-294.093964	860.267578	264.921936	-446.130432	1192.239868	266.530762	-471.334961	1167.733887	242.496353	-393.880646	1204.847778	247.576920	-483.720062	1121.046021	225.394073	-404.445923	1159.066772
26	0.2500	2.634525	-391.199158	999.601379	58.627300	-384.845215	1003.777649	-21.024557	-366.888367	955.352844	32.600067	-360.905304	959.417725	30.048042	-294.093414	860.267029	264.889435	-446.187500	1192.258667	266.492645	-471.392334	1167.753784	242.470688	-393.938568	1204.861572	247.538834	-483.752777	1121.052490	225.382645	-404.486176	1159.086548
27	0.2600	2.638427	-391.198303	999.602783	58.631294	-384.846222	1003.776978	-21.020233	-366.887360	955.353394	32.603840	-360.904358	959.418091	30.050495	-294.092865	860.266541	264.857788	-446.241211	1192.277588	266.455658	-471.446503	1167.773926	242.445480	-393.992340	1204.875732	247.502014	-483.783417	1121.059570	225.371658	-404.524536	1159.105347
28	0.2700	2.642349	-391.197418	999.604248	58.635303	-384.847198	1003.776306	-21.015902	-366.886353	955.353943	32.607628	-360.903381	959.418457	30.052950	-294.092285	860.265991	264.827118	-446.291595	1192.296509	266.419830	-471.497498	1167.794189	242.420792	-394.042053	1204.890137	247.466507	-483.812042	1121.067017	225.361115	-404.561035	1159.122925
29	0.2800	2.646292	-391.196533	999.605652	58.639336	-384.848145	1003.775696	-21.011564	-366.885345	955.354492	32.611427	-360.902405	959.418823	30.055407	-294.091705	860.265442	264.797363	-446.338715	1192.315308	266.385223	-471.545410	1167.814209	242.396652	-394.087799	1204.904663	247.432358	-483.838684	1121.074951	225.350983	-404.595764	1159.139526
30	0.2900	2.650255	-391.195618	999.607056	58.643387	-384.849030	1003.774963	-21.007219	-366.884308	955.355042	32.615242	-360.901398	959.419128	30.057865	-294.091125	860.264893	264.768616	-446.382690	1192.333740	266.351868	-471.590302	1167.833984	242.373077	-394.129730	1204.919312	247.399628	-483.863434	1121.083130	225.341248	-404.628845	1159.154907
31	0.3000	2.654238	-391.194641	999.608459	58.647457	-384.849854	1003.774292	-21.002867	-366.883270	955.355530	32.619072	-360.900391	959.419434	30.060328	-294.090546	860.264343	264.740875	-446.423615	1192.351929	266.319824	-471.632233	1167.853516	242.350113	-394.167938	1204.933960	247.368378	-483.886353	1121.091309	225.331894	-404.660339	1159.168945
32	0.3100	2.658241	-391.193665	999.609863	58.651546	-384.850647	1003.773621	-20.998508	-366.882202	955.356079	32.622913	-360.899353	959.419739	30.062792	-294.089935	860.263794	264.714203	-446.461609	1192.369507	266.289093	-471.671326	1167.872314	242.327789	-394.202606	1204.948486	247.338654	-483.907501	1121.099487	225.322876	-404.690338	1159.181641
33	0.3200	2.662264	-391.192657	999.611206	58.655659	-384.851410	1003.772888	-20.994141	-366.881134	955.356567	32.626770	-360.898285	959.419983	30.065258	-294.089325	860.263184	264.688629	-446.496796	1192.386353	266.259735	-471.707642	1167.890503	242.306137	-394.233917	1204.962891	247.310501	-483.926971	1121.107300	225.314163	-404.718933	1159.192993
34	0.3300	2.666307	-391.191620	999.612610	58.659786	-384.852081	1003.772217	-20.989767	-366.880066	955.357056	32.630638	-360.897217	959.420227	30.067728	-294.088684	860.262573	264.664185	-446.529297	1192.402466	266.231812	-471.741302	1167.907715	242.285172	-394.261993	1204.976807	247.283997	-483.944824	1121.114746	225.305740	-404.746307	1159.202637
35	0.3400	2.670370	-391.190582	999.613953	58.663937	-384.852753	1003.771484	-20.985388	-366.878967	955.357605	32.634521	-360.896149	959.420471	30.070200	-294.088074	860.261963	264.640869	-446.559265	1192.417358	266.205353	-471.772461	1167.923706	242.264923	-394.287079	1204.990234	247.259186	-483.961212	1121.121460	225.297546	-404.772552	1159.210693
36	0.3500	2.674454	-391.189484	999.615295	58.668102	-384.853333	1003.770752	-20.980999	-366.877869	955.358093	32.638420	-360.895020	959.420715	30.072674	-294.087433	860.261353	264.618744	-446.586853	1192.431030	266.180359	-471.801178	1167.938354	242.245407	-394.309387	1205.003052	247.236115	-483.976196	1121.127197	225.289536	-404.797791	1159.216919
37	0.3600	2.678558	-391.188385	999.616577	58.672291	-384.853912	1003.770020	-20.976604	-366.876770	955.358582	32.642330	-360.893890	959.420959	30.075150	-294.086792	860.260681	264.597809	-446.612244	1192.443359	266.156952	-471.827606	1167.951416	242.226639	-394.329102	1205.015137	247.214828	-483.989899	1121.131958	225.281677	-404.822174	1159.221313
38	0.3700	2.682682	-391.187256	999.617920	58.676498	-384.854401	1003.769226	-20.972202	-366.875641	955.359070	32.646255	-360.892761	959.421143	30.077629	-294.086121	860.260010	264.578094	-446.635620	1192.453857	266.135101	-471.851929	1167.962646	242.208633	-394.346497	1205.026123	247.195404	-484.002411	1121.135254	225.273895	-404.845856	1159.223633
39	0.3800	2.686826	-391.186066	999.619202	58.680725	-384.854858	1003.768494	-20.967793	-366.874512	955.359558	32.650192	-360.891602	959.421326	30.080111	-294.085449	860.259338	264.559601	-446.657104	1192.462524	266.114838	-471.874207	1167.971680	242.191376	-394.361816	1205.036133	247.177872	-484.013885	1121.136963	225.266144	-404.868988	1159.223877
40	0.3900	2.690990	-391.184875	999.620483	58.684971	-384.855286	1003.767700	-20.963375	-366.873352	955.359985	32.654144	-360.890411	959.421509	30.082594	-294.084778	860.258667	264.542358	-446.676941	1192.468994	266.096222	-471.894684	1167.978271	242.174850	-394.375336	1205.044800	247.162262	-484.024414	1121.136719	225.258347	-404.891724	1159.221802
41	0.4000	2.695175	-391.183685	999.621765	58.689236	-384.855652	1003.766968	-20.958952	-366.872192	955.360474	32.658108	-360.889221	959.421631	30.085081	-294.084106	860.257935	264.526367	-446.695343	1192.473145	266.079285	-471.913452	1167.982300	242.159058	-394.387299	1205.052002	247.148621	-484.034088	1121.134277	225.250412	-404.914246	1159.217163
42	0.4100	2.699380	-391.182434	999.623047	58.693520	-384.855957	1003.766174	-20.954521	-366.871002	955.360901	32.662086	-360.888000	959.421814	30.087570	-294.083405	860.257263	264.511597	-446.712494	1192.474609	266.063995	-471.930725	1167.983276	242.143936	-394.398010	1205.057495	247.136993	-484.043091	1121.129272	225.242294	-404.936707	1159.210083
43	0.4200	2.703605	-391.181152	999.624268	58.697826	-384.856232	1003.765381	-20.950083	-366.869843	955.361389	32.666080	-360.886780	959.421936	30.090061	-294.082703	860.256531	264.498077	-446.728607	1192.473145	266.050415	-471.946625	1167.980957	242.129471	-394.407776	1205.061157	247.127396	-484.051514	1121.121460	225.233871	-404.959320	1159.200195
44	0.4300	2.707850	-391.179871	999.625488	58.702152	-384.856476	1003.764587	-20.945637	-366.868652	955.361816	32.670086	-360.885529	959.422058	30.092556	-294.082001	860.255798	264.485779	-446.743927	1192.468506	266.038513	-471.961365	1167.975098	242.115601	-394.416931	1205.062744	247.119858	-484.059479	1121.110596	225.225052	-404.982208	1159.187500
45	0.4400	2.712116	-391.178528	999.626709	58.706493	-384.856659	1003.763733	-20.941183	-366.867432	955.362244	32.674107	-360.884247	959.422119	30.095053	-294.081299	860.255005	264.474640	-446.758667	1192.460449	266.028351	-471.975128	1167.965332	242.102234	-394.425751	1205.062134	247.114365	-484.067139	1121.096191	225.215744	-405.005646	1159.171753
46	0.4500	2.716402	-391.177185	999.627930	58.710857	-384.856781	1003.762939	-20.936724	-366.866211	955.362732	32.678143	-360.882965	959.422180	30.097551	-294.080566	860.254272	264.464630	-446.773071	1192.448486	266.019836	-471.988068	1167.951172	242.089310	-394.434570	1205.058838	247.110962	-484.074585	1121.077881	225.205826	-405.029755	1159.152710
47	0.4600	2.720708	-391.175812	999.629150	58.715244	-384.856873	1003.762085	-20.932257	-366.864990	955.363159	32.682190	-360.881683	959.422302	30.100054	-294.079834	860.253479	264.455719	-446.787354	1192.432617	266.013031	-472.000366	1167.932617	242.076706	-394.443726	1205.052979	247.109619	-484.081940	1121.055420	225.195175	-405.054749	1159.130371
48	0.4700	2.725035	-391.174408	999.630310	58.719646	-384.856934	1003.761230	-20.927782	-366.863739	955.363586	32.686253	-360.880341	959.422302	30.102556	-294.079071	860.252686	264.447815	-446.801788	1192.412476	266.007874	-472.012238	1167.909058	242.064301	-394.453583	1205.044067	247.110336	-484.089294	1121.028442	225.183655	-405.080811	1159.104492
49	0.4800	2.729382	-391.173004	999.631470	58.724068	-384.856903	1003.760437	-20.923300	-366.862488	955.364014	32.690327	-360.878998	959.422363	30.105062	-294.078339	860.251892	264.440887	-446.816589	1192.387573	266.004303	-472.023865	1167.880249	242.051971	-394.464478	1205.032104	247.113083	-484.096832	1120.996582	225.171143	-405.108185	1159.074829
50	0.4900	2.733750	-391.171539	999.632629	58.728512	-384.856873	1003.759521	-20.918810	-366.861237	955.364380	32.694416	-360.877655	959.422363	30.107573	-294.077576	860.251038	264.434814	-446.832031	1192.357788	266.002319	-472.035431	1167.845703	242.039551	-394.476746	1205.016724	247.117813	-484.104584	1120.959351	225.157455	-405.137024	1159.041382
51	0.5000	2.738138	-391.170074	999.633789	58.732975	-384.856750	1003.758667	-20.914314	-366.859955	955.364807	32.698521	-360.876282	959.422363	30.110085	-294.076813	860.250244	264.429504	-446.848328	1192.322754	266.001831	-472.047119	1167.805420	242.026871	-394.490753	1204.997681	247.124512	-484.112671	1120.916504	225.142471	-405.167542	1159.003784
52	0.5100	2.742546	-391.168579	999.634949	58.737457	-384.856628	1003.757813	-20.909811	-366.858673	955.365234	32.702637	-360.874878	959.422363	30.112598	-294.076019	860.249390	264.424835	-446.865753	1192.282227	266.002808	-472.059143	1167.758667	242.013718	-394.506866	1204.974731	247.133102	-484.121185	1120.867554	225.125992	-405.199951	1158.962036
53	0.5200	2.746975	-391.167023	999.636047	58.741962	-384.856445	1003.756897	-20.905300	-366.857361	955.365601	32.706768	-360.873474	959.422363	30.115114	-294.075226	860.248535	264.420715	-446.884521	1192.235962	266.005127	-472.071655	1167.705322	241.999893	-394.525452	1204.947754	247.143509	-484.130249	1120.812256	225.107864	-405.234467	1158.915771
54	0.5300	2.751424	-391.165497	999.637146	58.746483	-384.856201	1003.756042	-20.900782	-366.856079	955.365967	32.710911	-360.872070	959.422302	30.117634	-294.074432	860.247681	264.416962	-446.904938	1192.183472	266.008728	-472.084839	1167.645020	241.985153	-394.546814	1204.916504	247.155670	-484.139893	1120.750000	225.087875	-405.271210	1158.864990
55	0.5400	2.755894	-391.163910	999.638245	58.751026	-384.855927	1003.755127	-20.896255	-366.854736	955.366394	32.715069	-360.870605	959.422302	30.120155	-294.073639	860.246765	264.413422	-446.927185	1192.124634	266.013519	-472.098907	1167.577271	241.969238	-394.571381	1204.880737	247.169464	-484.150208	1120.680542	225.065857	-405.310486	1158.809448
56	0.5500	2.760385	-391.162292	999.639343	58.755589	-384.855591	1003.754211	-20.891722	-366.853424	955.366760	32.719242	-360.869141	959.422180	30.122679	-294.072815	860.245850	264.409973	-446.951538	1192.059082	266.019318	-472.114044	1167.501953	241.951889	-394.599487	1204.840210	247.184814	-484.161316	1120.603516	225.041595	-405.352386	1158.749023
57	0.5600	2.764896	-391.160675	999.640381	58.760170	-384.855194	1003.753296	-20.887180	-366.852081	955.367126	32.723427	-360.867676	959.422119	30.125206	-294.071991	860.244934	264.406372	-446.978210	1191.986694	266.026062	-472.130402	1167.418701	241.932816	-394.631439	1204.794678	247.201584	-484.173218	1120.518555	225.014893	-405.397156	1158.683594
58	0.5700	2.769428	-391.159027	999.641479	58.764774	-384.854797	1003.752319	-20.882633	-366.850739	955.367493	32.727627	-360.866180	959.422058	30.127735	-294.071167	860.244019	264.402466	-447.007477	1191.906982	266.033569	-472.148193	1167.327026	241.911682	-394.667694	1204.744141	247.219650	-484.186005	1120.425293	224.985504	-405.444977	1158.612793
59	0.5800	2.773980	-391.157318	999.642517	58.769398	-384.854309	1003.751404	-20.878078	-366.849365	955.367859	32.731842	-360.864685	959.421936	30.130266	-294.070343	860.243103	264.398010	-447.039551	1191.819824	266.041687	-472.167542	1167.226807	241.888168	-394.708496	1204.688110	247.238861	-484.199768	1120.323242	224.953217	-405.496033	1158.536743
60	0.5900	2.778553	-391.155640	999.643555	58.774040	-384.853821	1003.750427	-20.873514	-366.847992	955.368225	32.736069	-360.863159	959.421814	30.132801	-294.069489	860.242126	264.392792	-447.074677	1191.724976	266.050232	-472.188660	1167.117798	241.861923	-394.754272	1204.626587	247.259079	-484.214508	1120.212158	224.917801	-405.550476	1158.455078
61	0.6000	2.783147	-391.153900	999.644531	58.778706	-384.853241	1003.749512	-20.868944	-366.846619	955.368530	32.740311	-360.861603	959.421631	30.135338	-294.068634	860.241211	264.386536	-447.113068	1191.622192	266.059021	-472.211731	1166.999512	241.832596	-394.805298	1204.559326	247.280121	-484.230316	1120.091797	224.878998	-405.608521	1158.367920
62	0.6100	2.787761	-391.152130	999.645569	58.783386	-384.852661	1003.748535	-20.864367	-366.845215	955.368896	32.744568	-360.860046	959.421509	30.137877	-294.067780	860.240234	264.379059	-447.154938	1191.511230	266.067871	-472.236877	1166.871826	241.799789	-394.861969	1204.486206	247.301804	-484.247253	1119.961670	224.836594	-405.670288	1158.274780
63	0.6200	2.792396	-391.150360	999.646545	58.788094	-384.852020	1003.747559	-20.859781	-366.843811	955.369263	32.748837	-360.858459	959.421326	30.140419	-294.066925	860.239197	264.370026	-447.200500	1191.391846	266.076538	-472.264252	1166.734497	241.763123	-394.924561	1204.406982	247.323944	-484.265350	1119.821533	224.790298	-405.735962	1158.175781
64	0.6300	2.797052	-391.148560	999.647522	58.792816	-384.851318	1003.746521	-20.855188	-366.842377	955.369568	32.753120	-360.856873	959.421143	30.142963	-294.066040	860.238220	264.359131	-447.250000	1191.263916	266.084808	-472.294067	1166.587280	241.722153	-394.993408	1204.321655	247.346313	-484.284668	1119.671143	224.739883	-405.805695	1158.070801
65	0.6400	2.801729	-391.146729	999.648499	58.797562	-384.850586	1003.745544	-20.850588	-366.840973	955.369873	32.757416	-360.855255	959.420959	30.145510	-294.065155	860.237183	264.346161	-447.303589	1191.127197	266.092407	-472.326416	1166.429932	241.676483	-395.068817	1204.229858	247.368729	-484.305237	1119.510254	224.685059	-405.879608	1157.959595
66	0.6500	2.806427	-391.144867	999.649414	58.802326	-384.849792	1003.744568	-20.845982	-366.839539	955.370239	32.761730	-360.853638	959.420715	30.148060	-294.064240	860.236145	264.330719	-447.361450	1190.981689	266.099091	-472.361450	1166.262329	241.625671	-395.151062	1204.131714	247.390930	-484.327118	1119.338623	224.625580	-405.957825	1157.842163
67	0.6600	2.811145	-391.143005	999.650391	58.807114	-384.848969	1003.743530	-20.841366	-366.838074	955.370544	32.766056	-360.851990	959.420471	30.150612	-294.063354	860.235107	264.312531	-447.423828	1190.827148	266.104584	-472.399353	1166.084229	241.569275	-395.240417	1204.027100	247.412689	-484.350342	1119.155884	224.561188	-406.040527	1157.718384
68	0.6700	2.815885	-391.141083	999.651306	58.811920	-384.848083	1003.742493	-20.836742	-366.836609	955.370850	32.770393	-360.850342	959.420227	30.153166	-294.062439	860.234070	264.291260	-447.490845	1190.663452	266.108582	-472.440186	1165.895630	241.506851	-395.337128	1203.915771	247.433731	-484.374939	1118.962036	224.491592	-406.127777	1157.588257
69	0.6800	2.820645	-391.139160	999.652222	58.816746	-384.847168	1003.741455	-20.832111	-366.835144	955.371155	32.774746	-360.848663	959.419983	30.155724	-294.061523	860.233032	264.266541	-447.562653	1190.490601	266.110779	-472.484131	1165.696289	241.437958	-395.441467	1203.797729	247.453812	-484.400940	1118.756714	224.416519	-406.219666	1157.451660
70	0.6900	2.825427	-391.137207	999.653137	58.821594	-384.846222	1003.740417	-20.827475	-366.833679	955.371460	32.779114	-360.846954	959.419739	30.158283	-294.060608	860.231934	264.238037	-447.639435	1190.308472	266.110901	-472.531250	1165.486206	241.362106	-395.553619	1203.672852	247.472641	-484.428375	1118.540039	224.335724	-406.316315	1157.308594
71	0.7000	2.830229	-391.135254	999.653992	58.826462	-384.845215	1003.739380	-20.822828	-366.832184	955.371704	32.783497	-360.845245	959.419434	30.160845	-294.059662	860.230835	264.205383	-447.721283	1190.117065	266.108582	-472.581665	1165.265259	241.278870	-395.673767	1203.541260	247.489929	-484.457306	1118.311768	224.248932	-406.417786	1157.158813
72	0.7100	2.835053	-391.133240	999.654907	58.831352	-384.844177	1003.738281	-20.818174	-366.830688	955.372009	32.787891	-360.843536	959.419128	30.163410	-294.058716	860.229736	264.168243	-447.808319	1189.916260	266.103485	-472.635468	1165.033569	241.187805	-395.802063	1203.402954	247.505386	-484.487732	1118.071777	224.155869	-406.524139	1157.002563
73	0.7200	2.839898	-391.131226	999.655762	58.836262	-384.843079	1003.737244	-20.813513	-366.829193	955.372314	32.792301	-360.841797	959.418823	30.165977	-294.057770	860.228638	264.126221	-447.900635	1189.706177	266.095276	-472.692719	1164.790894	241.088455	-395.938660	1203.257690	247.518707	-484.519653	1117.820190	224.056274	-406.635376	1156.839722
74	0.7300	2.844764	-391.129181	999.656616	58.841190	-384.841919	1003.736145	-20.808846	-366.827667	955.372559	32.796726	-360.840057	959.418457	30.168549	-294.056824	860.227478	264.078949	-447.998291	1189.486694	266.083618	-472.753510	1164.537598	240.980392	-396.083649	1203.105713	247.529587	-484.553162	1117.556885	223.949905	-406.751587	1156.670166
75	0.7400	2.849651	-391.127136	999.657410	58.846142	-384.840759	1003.735046	-20.804169	-366.826141	955.372864	32.801163	-360.838287	959.418152	30.171122	-294.055847	860.226318	264.026062	-448.101410	1189.258179	266.068146	-472.817902	1164.273560	240.863174	-396.237122	1202.946899	247.537689	-484.588165	1117.281982	223.836502	-406.872711	1156.494141
76	0.7500	2.854559	-391.125031	999.658264	58.851116	-384.839539	1003.733948	-20.799484	-366.824615	955.373108	32.805614	-360.836487	959.417786	30.173697	-294.054871	860.225159	263.967194	-448.209991	1189.020386	266.048492	-472.885895	1163.998779	240.736420	-396.399109	1202.781372	247.542709	-484.624756	1116.995483	223.715820	-406.998810	1156.311523
77	0.7600	2.859489	-391.122925	999.659058	58.856110	-384.838257	1003.732849	-20.794792	-366.823090	955.373352	32.810081	-360.834686	959.417419	30.176273	-294.053894	860.223999	263.901947	-448.324066	1188.773682	266.024261	-472.957550	1163.713623	240.599716	-396.569611	1202.609253	247.544296	-484.662933	1116.697388	223.587646	-407.129822	1156.122314
